candidate_id,물품번호,물품명,사업자번호,사업자번호_정규화,업체명,대표물품,제조업체,사회적기업,사회적협동조합,자활용사촌복지공장,생산품목매칭,매칭방식,비고
168,4710160802,무기응집제,2838102688,2838102688,주식회사 비젼바이오,N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
169,4710160802,무기응집제,5331002128,5331002128,시지에이치,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
170,4710160802,무기응집제,2903101270,2903101270,다인에스티,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
171,4710160802,무기응집제,4551701809,4551701809,니즈스토리,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
172,4710160802,무기응집제,4018700204,4018700204,(주)도원에코텍,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
173,4710160802,무기응집제,6938600164,6938600164,주식회사 마한건설조명,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
174,4710160802,무기응집제,3883001492,3883001492,유엔글로벌,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
175,4710160802,무기응집제,6832501020,6832501020,성희기업,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
176,4710160802,무기응집제,1170866553,1170866553,대지come,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
177,4710160802,무기응집제,6061799594,6061799594,태일공구종합상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
178,4710160802,무기응집제,6502401417,6502401417,선유통,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
179,4710160802,무기응집제,5038128637,5038128637,(주)로얄정공,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
180,4710160802,무기응집제,6706200447,6706200447,에스엔컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
181,4710160802,무기응집제,1798102185,1798102185,주식회사 디오르마,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
182,4710160802,무기응집제,6062453261,6062453261,대광엘에스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
183,4710160802,무기응집제,4508801309,4508801309,주식회사 엄지,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
184,4710160802,무기응집제,2218702533,2218702533,주식회사 이화진,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
185,4710160802,무기응집제,5250802328,5250802328,일호컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
186,4710160802,무기응집제,2638802174,2638802174,제이컴주식회사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
187,4710160802,무기응집제,5762601388,5762601388,에스와이상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
188,4710160802,무기응집제,4410801337,4410801337,엔플,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
189,4710160802,무기응집제,1868702400,1868702400,주식회사 그린아이앤티,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
190,4710160802,무기응집제,2372201447,2372201447,제이에스씨 코퍼레이션,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
191,4710160802,무기응집제,1058739873,1058739873,신풍종합개발 주식회사,N,N,Y,,,,사업자번호/보수적업체명매칭,
192,4710160802,무기응집제,7048802729,7048802729,에스클래스주식회사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
193,4710160802,무기응집제,1081832612,1081832612,에이치아이엠,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
194,4710160802,무기응집제,2840702041,2840702041,대원,N,N,,,,,원천조회_미매칭,사회적협동조합 이름 유사 후보 있음; 사업자번호 부재로 점수 미반영
195,4710160802,무기응집제,1664901007,1664901007,비키,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
196,4710160802,무기응집제,2218116734,2218116734,(주)용두애브컴,Y,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
197,4710160802,무기응집제,6211381305,6211381305,대림로어패럴,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
198,4710160802,무기응집제,4131501117,4131501117,부농,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
199,4710160802,무기응집제,1078738448,1078738448,(주) 정토산업,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
200,4710160802,무기응집제,4448101663,4448101663,주식회사 지엔씨,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
201,4710169801,수처리용여과재,4178105425,4178105425,우석이엔지 주식회사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
202,4710169801,수처리용여과재,2201501330,2201501330,태정,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
203,4710169801,수처리용여과재,4188153158,4188153158,주식회사 신성씨엔에스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
204,4710169801,수처리용여과재,1861501398,1861501398,제이에이치테크,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
205,4710169801,수처리용여과재,4038104830,4038104830,주식회사 대성안전개발,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
206,4710169801,수처리용여과재,6088601170,6088601170,케이원산업 주식회사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
207,4710169801,수처리용여과재,2521201281,2521201281,에이디 커머스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
208,4710169801,수처리용여과재,2650101980,2650101980,경기모아상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
209,4710169801,수처리용여과재,1700702117,1700702117,에스앤디,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
210,4710169801,수처리용여과재,2568802462,2568802462,주식회사 연승,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
211,4710169801,수처리용여과재,6068659002,6068659002,(주)씨앤씨솔루션,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
212,4710169801,수처리용여과재,5118127226,5118127226,주식회사 마크온탑,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
213,4710169801,수처리용여과재,8878102928,8878102928,주식회사 제이디폼,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
214,4710169801,수처리용여과재,1698101874,1698101874,(유)아성개발,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
215,4710169801,수처리용여과재,6835400773,6835400773,삼우,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
216,4710169801,수처리용여과재,7820901711,7820901711,모아테크,Y,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
217,4710169801,수처리용여과재,1168170950,1168170950,삼천리활성탄소(주),Y,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
218,4710169801,수처리용여과재,8062001161,8062001161,거성산업,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
219,4710169801,수처리용여과재,1982100388,1982100388,제이케이컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
220,4710169801,수처리용여과재,4121425031,4121425031,건아,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
221,4710169801,수처리용여과재,2903101270,2903101270,다인에스티,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
222,4710169801,수처리용여과재,2068610605,2068610605,케이원에코텍 주식회사,N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
223,4710169801,수처리용여과재,3978101727,3978101727,디에스엔텍 주식회사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
224,4710169801,수처리용여과재,6614200580,6614200580,미성상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
225,4710169801,수처리용여과재,1392800447,1392800447,두물기업,Y,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
226,4710169801,수처리용여과재,2691101486,2691101486,조앤테크,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
227,4710169801,수처리용여과재,7608100625,7608100625,대신이엔텍 주식회사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
228,4710169801,수처리용여과재,2011525821,2011525821,주앤주,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
229,4710169801,수처리용여과재,1458102877,1458102877,주식회사 오성테크,Y,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
230,4710169801,수처리용여과재,6502401417,6502401417,선유통,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
231,4710169801,수처리용여과재,6101142405,6101142405,만우전기,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
232,4710169801,수처리용여과재,8272401230,8272401230,오정,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
233,4710169801,수처리용여과재,1798102185,1798102185,주식회사 디오르마,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
234,4710169801,수처리용여과재,1058762466,1058762466,(주)케이에이치그룹한국역사문화원,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
235,4710169801,수처리용여과재,3210402072,3210402072,비제이컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
236,4710169801,수처리용여과재,1318152607,1318152607,주식회사 극동 아이.씨.엠,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
237,4710169801,수처리용여과재,5250802328,5250802328,일호컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
238,4710169801,수처리용여과재,5253400601,5253400601,지에이치기업,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
239,4710169801,수처리용여과재,4450402330,4450402330,피와이테크,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
240,4710169801,수처리용여과재,6346100764,6346100764,레브,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
241,4710169801,수처리용여과재,1141708314,1141708314,미성엔지니어링,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
242,4710169801,수처리용여과재,4198802063,4198802063,주식회사 갑천만수,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
243,4710169801,수처리용여과재,5580801504,5580801504,더블유엠,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
244,4710169801,수처리용여과재,2840702041,2840702041,대원,N,N,,,,,원천조회_미매칭,사회적협동조합 이름 유사 후보 있음; 사업자번호 부재로 점수 미반영
245,4710169801,수처리용여과재,8808700159,8808700159,주식회사 하이패스텔,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
246,4710169801,수처리용여과재,5743001846,5743001846,에이치알에스(HRS),N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
247,4710169801,수처리용여과재,6108170132,6108170132,(주)대교통상,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
248,4710169801,수처리용여과재,8930801386,8930801386,제이앤컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
249,4710169801,수처리용여과재,7398102236,7398102236,주식회사 정운씨앤씨,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
250,4710169801,수처리용여과재,2258601811,2258601811,주식회사 원나인텍,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
251,4015150501,정량펌프,6598802147,6598802147,주식회사 헤이치 인 헤이치(H in H),N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
252,4015150501,정량펌프,2117400300,2117400300,에닐트 (HENNILT),N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
253,4015150501,정량펌프,4098615290,4098615290,(주)서린사이언스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
254,4015150501,정량펌프,2852501641,2852501641,유니플러스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
255,4015150501,정량펌프,7527500263,7527500263,헤이치 인 헤이치(hand in hand),N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
256,4015150501,정량펌프,1288686770,1288686770,주식회사 메디시온,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
257,4015150501,정량펌프,4020263826,4020263826,바이오필,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
258,4015150501,정량펌프,2632300779,2632300779,천지하이텍,N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
259,4015150501,정량펌프,5728702483,5728702483,주식회사 케이제이에스랩,N,N,Y,,,,사업자번호/보수적업체명매칭,
260,4015150501,정량펌프,5688200569,5688200569,사단법인 벗나래복지회사업단,N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
261,4015150501,정량펌프,1798102185,1798102185,주식회사 디오르마,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
262,4015150501,정량펌프,1058762466,1058762466,(주)케이에이치그룹한국역사문화원,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
263,4015150501,정량펌프,2791401150,2791401150,가우정인,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
264,4015150501,정량펌프,8858700815,8858700815,주식회사 지에코,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
265,4015150501,정량펌프,8660501030,8660501030,서이과학교육,Y,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
266,4015150501,정량펌프,1401086324,1401086324,유니솔트,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
267,4015150501,정량펌프,6868702439,6868702439,주식회사 인팩솔루션,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
268,4015150501,정량펌프,1521801697,1521801697,평온상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
269,4015150501,정량펌프,3038602497,3038602497,주식회사 대림산업기술,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
270,4015150501,정량펌프,1348646550,1348646550,주식회사청솔엠테크,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
271,4015150501,정량펌프,7262601722,7262601722,창원,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
272,4015150501,정량펌프,4556600429,4556600429,승주상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
273,4015150501,정량펌프,6870801457,6870801457,굿디자인,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
274,4015150501,정량펌프,1308182281,1308182281,주식회사 상아엠에스디,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
275,4015150501,정량펌프,2988102360,2988102360,주식회사 아이수(i-su Inc.),N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
276,4015150501,정량펌프,4892601333,4892601333,원테크,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
277,4015150501,정량펌프,4012901334,4012901334,솔미,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
278,4015150501,정량펌프,3826700550,3826700550,헤븐산업,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
279,4015150501,정량펌프,1131581453,1131581453,동양펌프,N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
280,4015150501,정량펌프,6555400458,6555400458,애드톡컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
281,4015150501,정량펌프,4848700285,4848700285,주식회사 디케이엔지니어링,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
282,4015150501,정량펌프,2184100526,2184100526,씨티원 경기지점,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
283,4015150501,정량펌프,6083693694,6083693694,재동상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
284,4015150501,정량펌프,2854200988,2854200988,효명엔지니어링,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
285,4015150501,정량펌프,7928103347,7928103347,주식회사 프리젠,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
286,4015150501,정량펌프,4874600729,4874600729,신형,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
287,4015150501,정량펌프,4022170444,4022170444,미래홀딩스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
288,4015150501,정량펌프,8544300608,8544300608,아즈위,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
289,4015150501,정량펌프,6413200836,6413200836,양현,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
290,4015150501,정량펌프,4162052579,4162052579,로젠스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
291,4015150501,정량펌프,6990802444,6990802444,온그린,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
292,4015150501,정량펌프,4188116911,4188116911,유한회사 일도엔지니어링,N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
293,4015150501,정량펌프,8521602190,8521602190,휴먼,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
294,4015150501,정량펌프,8821501991,8821501991,지니어스케이,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
295,4015150501,정량펌프,5612601256,5612601256,엠솔루션,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
296,4015150501,정량펌프,5541000898,5541000898,유아이네추럴,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
297,4015150501,정량펌프,1501800090,1501800090,가빈,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
298,4015150501,정량펌프,2130233834,2130233834,한가람커뮤니케이션즈,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
299,4015150501,정량펌프,6352100820,6352100820,나린아토,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
300,4015150501,정량펌프,8468101781,8468101781,(주)나인티에스,N,Y,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
301,4010160101,송풍기,3050743164,3050743164,컴텍시스템,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
302,4010160101,송풍기,2048197877,2048197877,주식회사 그린주의,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
303,4010160101,송풍기,8278602014,8278602014,주식회사 혼정보통신,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
304,4010160101,송풍기,1228646713,1228646713,주식회사 새론아이,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
305,4010160101,송풍기,7620400047,7620400047,에스지에스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
306,4010160101,송풍기,2117400300,2117400300,에닐트 (HENNILT),N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
307,4010160101,송풍기,7394000782,7394000782,더원컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
308,4010160101,송풍기,7278602368,7278602368,주식회사 숨,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
309,4010160101,송풍기,4858601669,4858601669,주식회사 모아텍,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
310,4010160101,송풍기,1308685487,1308685487,바이오퍼스글로벌 주식회사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
311,4010160101,송풍기,5295500699,5295500699,비에스에스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
312,4010160101,송풍기,6978702327,6978702327,주식회사 크리스탈소프트,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
313,4010160101,송풍기,6122552599,6122552599,안가,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
314,4010160101,송풍기,1428800715,1428800715,주식회사 유진랩,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
315,4010160101,송풍기,2078802795,2078802795,주식회사 클라우드소프트,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
316,4010160101,송풍기,7810302068,7810302068,에이스건설산업,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
317,4010160101,송풍기,7481801052,7481801052,제스트,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
318,4010160101,송풍기,3328802499,3328802499,주식회사 루트텍,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
319,4010160101,송풍기,6870700558,6870700558,에스엠제이,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
320,4010160101,송풍기,1288686770,1288686770,주식회사 메디시온,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
321,4010160101,송풍기,7958701414,7958701414,주식회사 씨티원 충남,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
322,4010160101,송풍기,6671900936,6671900936,제이디아이(JDI),N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
323,4010160101,송풍기,3091861646,3091861646,모아상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
324,4010160101,송풍기,7254000347,7254000347,마린아트,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
325,4010160101,송풍기,5118127226,5118127226,주식회사 마크온탑,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
326,4010160101,송풍기,8878102928,8878102928,주식회사 제이디폼,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
327,4010160101,송풍기,2166700331,2166700331,디오세이프티(DO SAFETY),N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
328,4010160101,송풍기,2273001106,2273001106,서이트레이드,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
329,4010160101,송풍기,5323701365,5323701365,케이엘컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
330,4010160101,송풍기,2068693703,2068693703,(주)원포인트 듀오,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
331,4010160101,송풍기,4721301373,4721301373,어진컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
332,4010160101,송풍기,1218641961,1218641961,주식회사 이안코리아,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
333,4010160101,송풍기,2803701009,2803701009,오성,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
334,4010160101,송풍기,3020561946,3020561946,다옴,N,N,,,,,원천조회_미매칭,사회적협동조합 이름 유사 후보 있음; 사업자번호 부재로 점수 미반영
335,4010160101,송풍기,1408161167,1408161167,(주)협성산업,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
336,4010160101,송풍기,4088166210,4088166210,주식회사 엔디,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
337,4010160101,송풍기,3532200610,3532200610,자한티씨,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
338,4010160101,송풍기,2292401057,2292401057,클로버,N,N,,,,,원천조회_미매칭,사회적협동조합 이름 유사 후보 있음; 사업자번호 부재로 점수 미반영
339,4010160101,송풍기,3061864998,3061864998,에스코,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
340,4010160101,송풍기,8891000019,8891000019,동행상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
341,4010160101,송풍기,2011525821,2011525821,주앤주,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
342,4010160101,송풍기,1218186809,1218186809,(주)씨티원서비스,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
343,4010160101,송풍기,5568101156,5568101156,주식회사 우리에이치알컴퍼니,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
344,4010160101,송풍기,7807000278,7807000278,번개상사,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
345,4010160101,송풍기,5073600534,5073600534,엔젤테크,N,N,,,,,원천조회_미매칭,현재 후보 목록 기준 사회적가치 확정 매칭 없음
