candidate_id,물품번호,물품명,사업자번호,사업자번호_정규화,업체명,대표물품,제조업체,낙찰건수,최근낙찰건수,최근낙찰일,평균낙찰금액,낙찰금액합계,부정당제재,제재횟수,현재제재여부,제재종료일,매칭방식,비고
335,4010160101,송풍기,1408161167,1408161167,(주)협성산업,N,N,19,2,2025-07-08,53113806,1009162310.0,,,,,원천_사업자번호집계,
336,4010160101,송풍기,4088166210,4088166210,주식회사 엔디,N,N,19,3,2025-07-14,49484659,940208520.0,,,,,원천_사업자번호집계,
337,4010160101,송풍기,3532200610,3532200610,자한티씨,N,N,19,3,2025-05-02,42657494,810492380.0,,,,,원천_사업자번호집계,
338,4010160101,송풍기,2292401057,2292401057,클로버,N,N,19,2,2025-07-31,40275476,765234047.89,,,,,원천_사업자번호집계,
339,4010160101,송풍기,3061864998,3061864998,에스코,N,N,18,3,2025-10-28,66737472,1201274496.0,,,,,원천_사업자번호집계,
340,4010160101,송풍기,8891000019,8891000019,동행상사,N,N,18,4,2025-11-14,35246885,634443925.0,,,,,원천_사업자번호집계,
341,4010160101,송풍기,2011525821,2011525821,주앤주,N,N,17,3,2025-07-08,165185459,2808152800.0,,,,,원천_사업자번호집계,
342,4010160101,송풍기,1218186809,1218186809,(주)씨티원서비스,N,N,17,,2024-12-31,127562997,2168570951.0,,,,,원천_사업자번호집계,
343,4010160101,송풍기,5568101156,5568101156,주식회사 우리에이치알컴퍼니,N,N,17,4,2025-11-24,121108283,2058840819.0,,,,,원천_사업자번호집계,
344,4010160101,송풍기,7807000278,7807000278,번개상사,N,N,17,4,2025-05-22,98620968,1676556454.66,,,,,원천_사업자번호집계,
345,4010160101,송풍기,5073600534,5073600534,엔젤테크,N,N,17,5,2025-11-13,79916535,1358581090.0,,,,,원천_사업자번호집계,
346,4010160101,송풍기,6502401417,6502401417,선유통,N,N,17,4,2025-08-05,60341174,1025799960.0,,,,,원천_사업자번호집계,
347,4010160101,송풍기,3682700131,3682700131,경은상회,N,N,16,2,2025-04-11,113529378,1816470050.0,,,,,원천_사업자번호집계,
348,4010160101,송풍기,1430175713,1430175713,에스와이컴퍼니,N,N,16,4,2025-05-21,100661183,1610578923.0,,,,,원천_사업자번호집계,
349,4010160101,송풍기,3271901186,3271901186,엠에이치테크,N,N,16,3,2025-05-30,82118250,1313892000.0,,,,,원천_사업자번호집계,
350,4010160101,송풍기,7342601117,7342601117,에벤에셀,N,N,16,1,2025-10-30,71702646,1147242330.0,,,,,원천_사업자번호집계,
351,4111250101,유량계,1228646713,1228646713,주식회사 새론아이,N,N,58,3,2025-07-07,83034402,4815995330.0,,,,,원천_사업자번호집계,
352,4111250101,유량계,1160724873,1160724873,나산상사,N,N,54,10,2025-12-26,64190702,3466297885.36,,,,,원천_사업자번호집계,
353,4111250101,유량계,2108159349,2108159349,주식회사 피디원 (PDONE),N,N,53,11,2025-10-27,259612769,13759476741.0,,,,,원천_사업자번호집계,
354,4111250101,유량계,5295500699,5295500699,비에스에스,N,N,46,14,2025-12-10,44454312,2044898359.0,,,,,원천_사업자번호집계,
355,4111250101,유량계,2521201281,2521201281,에이디 커머스,N,N,37,9,2025-11-24,35807812,1324889059.0,,,,,원천_사업자번호집계,
356,4111250101,유량계,3328802499,3328802499,주식회사 루트텍,N,N,35,2,2025-05-30,46886168,1641015863.0,,,,,원천_사업자번호집계,
357,4111250101,유량계,4193201276,4193201276,태화기업,N,N,29,7,2025-12-30,136581825,3960872918.0,,,,,원천_사업자번호집계,
358,4111250101,유량계,3091861646,3091861646,모아상사,N,N,29,9,2025-12-11,101900848,2955124581.0,,,,,원천_사업자번호집계,
359,4111250101,유량계,5118127226,5118127226,주식회사 마크온탑,N,N,27,7,2025-11-11,101554183,2741962939.6,,,,,원천_사업자번호집계,
360,4111250101,유량계,1312045032,1312045032,툴데포,N,N,27,6,2025-12-12,74542994,2012660840.0,,,,,원천_사업자번호집계,
361,4111250101,유량계,4721301373,4721301373,어진컴퍼니,N,N,21,,2024-11-29,116237986,2440997700.0,,,,,원천_사업자번호집계,
362,4111250101,유량계,4551701809,4551701809,니즈스토리,N,N,21,5,2025-11-18,51422968,1079882319.0,,,,,원천_사업자번호집계,
363,4111250101,유량계,8612101471,8612101471,테라물라,N,N,19,6,2025-12-25,106418000,2021942000.0,,,,,원천_사업자번호집계,
364,4111250101,유량계,2138639269,2138639269,주식회사 하이드로넷,N,Y,19,8,2025-12-16,104944511,1993945700.0,,,,,원천_사업자번호집계,
365,4111250101,유량계,3294700944,3294700944,우주유통,N,N,19,5,2025-10-28,47305218,898799142.89,,,,,원천_사업자번호집계,
366,4111250101,유량계,3883001492,3883001492,유엔글로벌,N,N,18,6,2025-12-27,59543989,1071791796.0,,,,,원천_사업자번호집계,
367,4111250101,유량계,6502401417,6502401417,선유통,N,N,17,4,2025-08-05,60341174,1025799960.0,,,,,원천_사업자번호집계,
368,4111250101,유량계,1690402168,1690402168,세렌디피티,N,N,16,7,2025-12-24,104239580,1667833277.0,,,,,원천_사업자번호집계,
369,4111250101,유량계,6418702417,6418702417,주식회사 원스타,N,N,16,2,2025-02-12,59633865,954141843.57,,,,,원천_사업자번호집계,
370,4111250101,유량계,2872501915,2872501915,유누 컴퍼니,N,N,15,8,2025-10-17,75059341,1125890120.0,,,,,원천_사업자번호집계,
371,4111250101,유량계,2791401150,2791401150,가우정인,N,N,15,1,2025-01-15,59592627,893889400.0,,,,,원천_사업자번호집계,
372,4111250101,유량계,8350601275,8350601275,옥이커피,N,N,15,,2024-08-30,44437823,666567347.0,,,,,원천_사업자번호집계,
373,4111250101,유량계,5250802328,5250802328,일호컴퍼니,N,N,14,,2024-04-15,127208812,1780923370.0,,,,,원천_사업자번호집계,
374,4111250101,유량계,2158662413,2158662413,(주)동건,N,N,14,3,2025-09-10,63200643,884809000.0,,,,,원천_사업자번호집계,
375,4111250101,유량계,2638802174,2638802174,제이컴주식회사,N,N,14,2,2025-11-26,59680551,835527710.0,,,,,원천_사업자번호집계,
376,4111250101,유량계,1868702400,1868702400,주식회사 그린아이앤티,N,N,13,2,2025-06-10,68391582,889090570.0,,,,,원천_사업자번호집계,
377,4111250101,유량계,6044071787,6044071787,에이치엠,N,N,13,2,2025-09-24,40478159,526216073.0,,,,,원천_사업자번호집계,
378,4111250101,유량계,6868702439,6868702439,주식회사 인팩솔루션,N,N,12,1,2025-03-14,120532462,1446389540.0,,,,,원천_사업자번호집계,
379,4111250101,유량계,2060684804,2060684804,인텍시스템,N,N,12,,2024-11-28,94451667,1133420000.0,,,,,원천_사업자번호집계,
380,4111250101,유량계,8466000619,8466000619,정욱,N,N,12,5,2025-09-05,81759448,981113377.0,,,,,원천_사업자번호집계,
381,4111250101,유량계,7038601174,7038601174,주식회사 제이디글로벌,N,N,12,1,2025-06-18,78876196,946514350.0,,,,,원천_사업자번호집계,
382,4111250101,유량계,2198800975,2198800975,주식회사 동빈글로벌,N,N,12,1,2025-06-05,74844251,898131010.0,,,,,원천_사업자번호집계,
383,4111250101,유량계,7022701500,7022701500,골드굿즈,N,N,12,6,2025-03-04,30389668,364676020.13,,,,,원천_사업자번호집계,
384,4111250101,유량계,1248137874,1248137874,한양이엔지 주식회사,N,N,11,4,2025-12-19,3498444342,38482887761.0,,,,,원천_사업자번호집계,
385,4111250101,유량계,1084674027,1084674027,한컴퍼니,N,N,11,4,2025-12-30,160025184,1760277029.0,,,,,원천_사업자번호집계,
386,4111250101,유량계,6088188906,6088188906,주식회사 모네스틸,N,N,11,1,2025-07-31,132073188,1452805062.56,,,,,원천_사업자번호집계,
387,4111250101,유량계,8143300824,8143300824,현진테크,N,N,11,6,2025-12-12,92696115,1019657270.0,,,,,원천_사업자번호집계,
388,4111250101,유량계,1022395874,1022395874,월드코리아,N,N,11,2,2025-07-18,48661340,535274736.72,,,,,원천_사업자번호집계,
389,4111250101,유량계,7398102236,7398102236,주식회사 정운씨앤씨,N,N,11,,2024-12-19,39386822,433255040.0,,,,,원천_사업자번호집계,
390,4111250101,유량계,3854700702,3854700702,에스디씨,N,N,11,,2023-07-26,37732933,415062261.0,,,,,원천_사업자번호집계,
391,4111250101,유량계,7658101712,7658101712,주식회사 다은컴퍼니,N,N,10,1,2025-08-04,145902382,1459023819.12,,,,,원천_사업자번호집계,
392,4111250101,유량계,6140801143,6140801143,명지산업,N,N,10,,2024-05-17,120010296,1200102960.0,,,,,원천_사업자번호집계,
393,4111250101,유량계,4614300522,4614300522,다이아나,N,N,10,2,2025-11-12,97399134,973991336.0,,,,,원천_사업자번호집계,
394,4111250101,유량계,4556600429,4556600429,승주상사,N,N,10,1,2025-04-23,55270744,552707440.0,,,,,원천_사업자번호집계,
395,4111250101,유량계,5180600482,5180600482,리얼야구존평거점,N,N,10,3,2025-03-21,44446262,444462620.0,,,,,원천_사업자번호집계,
396,4111250101,유량계,4154400910,4154400910,히또컴퍼니,N,N,10,2,2025-07-10,31780695,317806954.86,,,,,원천_사업자번호집계,
397,4111250101,유량계,1308665007,1308665007,주식회사아이디에프,N,N,9,1,2025-04-09,199356515,1794208631.0,,,,,원천_사업자번호집계,
398,4111250101,유량계,4038183460,4038183460,주식회사 진성하이텍,N,N,9,4,2025-06-13,180566167,1625095500.0,,,,,원천_사업자번호집계,
399,4111250101,유량계,5218102275,5218102275,주식회사 유진기업,N,N,9,2,2025-10-21,112894821,1016053384.6,,,,,원천_사업자번호집계,
400,4111250101,유량계,7201301326,7201301326,차가운 탁구공,N,N,9,1,2025-09-09,103342678,930084105.0,,,,,원천_사업자번호집계,
401,4015151301,수중펌프,2998200019,2998200019,(사)한빛장애인협회 기전사업단,N,Y,50,19,2025-12-12,311010612,15550530615.0,,,,,원천_사업자번호집계,
402,4015151301,수중펌프,5118127226,5118127226,주식회사 마크온탑,N,N,27,7,2025-11-11,101554183,2741962939.6,,,,,원천_사업자번호집계,
403,4015151301,수중펌프,4018140669,4018140669,(유)신성시엔시,N,N,26,7,2025-12-29,94499018,2456974470.0,,,,,원천_사업자번호집계,
404,4015151301,수중펌프,1608803078,1608803078,유명이엔지주식회사,N,Y,21,12,2025-12-08,139764422,2935052860.0,,,,,원천_사업자번호집계,
405,4015151301,수중펌프,8612101471,8612101471,테라물라,N,N,19,6,2025-12-25,106418000,2021942000.0,,,,,원천_사업자번호집계,
406,4015151301,수중펌프,2608603243,2608603243,주식회사 와이에스제이,N,N,19,6,2025-12-02,45670692,867743139.0,,,,,원천_사업자번호집계,
407,4015151301,수중펌프,6938600164,6938600164,주식회사 마한건설조명,N,N,18,2,2025-04-24,64056008,1153008139.0,,,,,원천_사업자번호집계,
408,4015151301,수중펌프,5688200569,5688200569,사단법인 벗나래복지회사업단,N,Y,17,17,2025-12-26,227863912,3873686500.0,,,,,원천_사업자번호집계,
409,4015151301,수중펌프,6502401417,6502401417,선유통,N,N,17,4,2025-08-05,60341174,1025799960.0,,,,,원천_사업자번호집계,
410,4015151301,수중펌프,7782600684,7782600684,한마음,N,N,11,3,2025-12-19,102159537,1123754910.0,,,,,원천_사업자번호집계,
411,4015151301,수중펌프,6586100718,6586100718,대연상사,N,N,11,5,2025-10-10,83091473,914006200.0,,,,,원천_사업자번호집계,
412,4015151301,수중펌프,4098145197,4098145197,브이원건설 주식회사,N,N,10,1,2025-12-29,237167481,2371674810.0,,,,,원천_사업자번호집계,
413,4015151301,수중펌프,5108119062,5108119062,브이건설 주식회사,N,N,10,3,2025-12-31,235650386,2356503860.0,,,,,원천_사업자번호집계,
414,4015151301,수중펌프,6561802048,6561802048,에스알퍼포먼스,N,N,10,10,2025-12-16,33212621,332126212.9,,,,,원천_사업자번호집계,
415,4015151301,수중펌프,6870801457,6870801457,굿디자인,N,N,10,2,2025-12-04,30230318,302303175.0,,,,,원천_사업자번호집계,
416,4015151301,수중펌프,4098192439,4098192439,에이원산업 주식회사,N,N,9,,2024-05-03,134588034,1211292310.0,,,,,원천_사업자번호집계,
417,4015151301,수중펌프,4108197415,4108197415,지브이산업 주식회사,N,N,9,2,2025-12-29,113555756,1022001800.0,,,,,원천_사업자번호집계,
418,4015151301,수중펌프,5218102275,5218102275,주식회사 유진기업,N,N,9,2,2025-10-21,112894821,1016053384.6,,,,,원천_사업자번호집계,
419,4015151301,수중펌프,2988102360,2988102360,주식회사 아이수(i-su Inc.),Y,Y,9,4,2025-12-16,91577572,824198150.0,,,,,원천_사업자번호집계,
420,4015151301,수중펌프,2338601340,2338601340,창조토건주식회사,N,N,9,4,2025-11-04,55956038,503604338.0,,,,,원천_사업자번호집계,
421,4015151301,수중펌프,7180103124,7180103124,제이와이시스템,N,N,9,4,2025-11-11,38296549,344668940.0,,,,,원천_사업자번호집계,
422,4015151301,수중펌프,3978200633,3978200633,(사)한빛장애인협회 환경사업단,N,Y,8,5,2025-12-17,385580004,3084640030.0,,,,,원천_사업자번호집계,
423,4015151301,수중펌프,1131581453,1131581453,동양펌프,N,Y,8,3,2025-12-02,282732851,2261862806.0,,,,,원천_사업자번호집계,
424,4015151301,수중펌프,7648602386,7648602386,유한회사 정석,N,N,8,1,2025-05-08,141838379,1134707030.0,,,,,원천_사업자번호집계,
425,4015151301,수중펌프,7850902363,7850902363,레몬,N,N,8,2,2025-04-04,36419249,291353990.0,,,,,원천_사업자번호집계,
426,4015151301,수중펌프,1138197829,1138197829,주식회사 드림이앤에프,N,N,7,1,2025-08-19,311615293,2181307050.0,,,,,원천_사업자번호집계,
427,4015151301,수중펌프,4874600729,4874600729,신형,N,N,7,3,2025-12-02,115352319,807466230.0,,,,,원천_사업자번호집계,
428,4015151301,수중펌프,2362501649,2362501649,영재유통,N,N,7,1,2025-06-03,90702153,634915068.04,,,,,원천_사업자번호집계,
429,4015151301,수중펌프,2318802328,2318802328,주식회사 제이앤에스,N,N,7,1,2025-04-02,70311522,492180657.0,,,,,원천_사업자번호집계,
430,4015151301,수중펌프,2248124586,2248124586,합자회사 영진이엔지,N,N,7,1,2025-08-22,57163229,400142603.0,,,,,원천_사업자번호집계,
431,4015151301,수중펌프,6413200836,6413200836,양현,N,N,7,1,2025-12-03,47502743,332519200.0,,,,,원천_사업자번호집계,
432,4015151301,수중펌프,3883501352,3883501352,루아프라임,N,N,7,7,2025-12-12,38655592,270589146.56,,,,,원천_사업자번호집계,
433,4015151301,수중펌프,5038118634,5038118634,광진기공(주),N,N,6,2,2025-12-22,287827705,1726966230.0,,,,,원천_사업자번호집계,
434,4015151301,수중펌프,1258130442,1258130442,성남건설산업주식회사,N,N,6,1,2025-12-19,253322927,1519937560.0,,,,,원천_사업자번호집계,
435,4015151301,수중펌프,4188152426,4188152426,하이스트 주식회사,N,Y,6,5,2025-11-18,187228167,1123369000.0,,,,,원천_사업자번호집계,
436,4015151301,수중펌프,2201169007,2201169007,대경시스템,N,N,6,2,2025-12-29,68787978,412727870.0,,,,,원천_사업자번호집계,
437,4015151301,수중펌프,4938702254,4938702254,(주)오니,N,N,6,1,2025-04-03,55735997,334415980.0,,,,,원천_사업자번호집계,
438,4015151301,수중펌프,6514700797,6514700797,다산의료기,N,N,6,,2024-07-15,54294348,325766090.0,,,,,원천_사업자번호집계,
439,4015151301,수중펌프,2130233834,2130233834,한가람커뮤니케이션즈,N,N,6,2,2025-03-12,48781046,292686274.0,,,,,원천_사업자번호집계,
440,4015151301,수중펌프,8468101781,8468101781,(주)나인티에스,N,Y,6,1,2025-11-20,39841025,239046148.0,,,,,원천_사업자번호집계,
441,4015151301,수중펌프,1928101651,1928101651,주식회사 진흥,N,N,6,5,2025-09-18,20855359,125132155.0,,,,,원천_사업자번호집계,
442,4015151301,수중펌프,3018137471,3018137471,(주)태성,N,N,5,2,2025-12-23,205986132,1029930660.0,,,,,원천_사업자번호집계,
443,4015151301,수중펌프,7218702921,7218702921,주식회사 이현코리아,N,N,5,2,2025-11-27,131405600,657028000.0,,,,,원천_사업자번호집계,
444,4015151301,수중펌프,3118702821,3118702821,유한회사 은광,N,N,5,4,2025-10-20,97973181,489865903.86,,,,,원천_사업자번호집계,
445,4015151301,수중펌프,3018607477,3018607477,아라온정보통신 주식회사,N,N,5,,2023-07-12,81895674,409478370.0,,,,,원천_사업자번호집계,
446,4015151301,수중펌프,5172501460,5172501460,기쁜몰,N,N,5,2,2025-12-11,75555272,377776362.0,,,,,원천_사업자번호집계,
447,4015151301,수중펌프,8951202544,8951202544,에스이스페이스,N,N,5,5,2025-10-30,70442724,352213620.0,,,,,원천_사업자번호집계,
448,4015151301,수중펌프,6632301982,6632301982,더보스,N,N,5,4,2025-06-24,65514610,327573049.62,,,,,원천_사업자번호집계,
449,4015151301,수중펌프,4011891219,4011891219,반도,N,N,5,1,2025-12-04,46280066,231400330.0,,,,,원천_사업자번호집계,
450,4015151301,수중펌프,1022268268,1022268268,원플랫폼,N,N,5,,2024-04-19,35269098,176345489.0,,,,,원천_사업자번호집계,
451,4014169401,제수밸브,8278602014,8278602014,주식회사 혼정보통신,N,N,69,10,2025-11-10,51185054,3531768743.0,,,,,원천_사업자번호집계,
452,4014169401,제수밸브,7278602368,7278602368,주식회사 숨,N,N,48,6,2025-12-03,54933448,2636805503.0,,,,,원천_사업자번호집계,
453,4014169401,제수밸브,6978702327,6978702327,주식회사 크리스탈소프트,N,N,45,12,2025-12-14,49166961,2212513242.0,,,,,원천_사업자번호집계,
454,4014169401,제수밸브,2078802795,2078802795,주식회사 클라우드소프트,N,N,41,7,2025-11-04,49425027,2026426099.0,,,,,원천_사업자번호집계,
455,4014169401,제수밸브,3328802499,3328802499,주식회사 루트텍,N,N,35,2,2025-05-30,46886168,1641015863.0,,,,,원천_사업자번호집계,
456,4014169401,제수밸브,8022301103,8022301103,엔에이치물산,N,N,23,3,2025-10-20,33850267,778556148.43,,,,,원천_사업자번호집계,
457,4014169401,제수밸브,1222645933,1222645933,디자인 청호,N,N,22,4,2025-10-10,184999255,4069983618.0,,,,,원천_사업자번호집계,
458,4014169401,제수밸브,4552701341,4552701341,선양인터,N,N,22,5,2025-10-15,29503038,649066832.0,,,,,원천_사업자번호집계,
459,4014169401,제수밸브,3294700944,3294700944,우주유통,N,N,19,5,2025-10-28,47305218,898799142.89,,,,,원천_사업자번호집계,
460,4014169401,제수밸브,2608603243,2608603243,주식회사 와이에스제이,N,N,19,6,2025-12-02,45670692,867743139.0,,,,,원천_사업자번호집계,
461,4014169401,제수밸브,6068623843,6068623843,주식회사 태원엠티,N,N,18,6,2025-11-04,86782500,1562085006.0,,,,,원천_사업자번호집계,
462,4014169401,제수밸브,6502401417,6502401417,선유통,N,N,17,4,2025-08-05,60341174,1025799960.0,,,,,원천_사업자번호집계,
463,4014169401,제수밸브,2791401150,2791401150,가우정인,N,N,15,1,2025-01-15,59592627,893889400.0,,,,,원천_사업자번호집계,
464,4014169401,제수밸브,6132721977,6132721977,나이스컴퍼니,N,N,14,3,2025-12-02,46870432,656186050.0,,,,,원천_사업자번호집계,
465,4014169401,제수밸브,8800301895,8800301895,베어영컴퍼니,N,N,14,5,2025-09-17,44123108,617723513.69,,,,,원천_사업자번호집계,
466,4014169401,제수밸브,4410801337,4410801337,엔플,N,N,13,6,2025-09-22,118253975,1537301671.0,,,,,원천_사업자번호집계,
467,4014169401,제수밸브,4031435175,4031435175,세화,N,N,13,5,2025-12-22,101859312,1324171053.14,,,,,원천_사업자번호집계,
468,4014169401,제수밸브,3303500956,3303500956,제이유컴퍼니,N,N,13,4,2025-12-08,29985689,389813961.0,,,,,원천_사업자번호집계,
469,4014169401,제수밸브,8466000619,8466000619,정욱,N,N,12,5,2025-09-05,81759448,981113377.0,,,,,원천_사업자번호집계,
470,4014169401,제수밸브,2876200380,2876200380,고호상사,N,N,12,3,2025-10-29,55219568,662634818.0,,,,,원천_사업자번호집계,
471,4014169401,제수밸브,5494300900,5494300900,심이유통,N,N,12,3,2025-12-09,30638399,367660786.0,,,,,원천_사업자번호집계,
472,4014169401,제수밸브,7022701500,7022701500,골드굿즈,N,N,12,6,2025-03-04,30389668,364676020.13,,,,,원천_사업자번호집계,
473,4014169401,제수밸브,1084674027,1084674027,한컴퍼니,N,N,11,4,2025-12-30,160025184,1760277029.0,,,,,원천_사업자번호집계,
474,4014169401,제수밸브,6850301723,6850301723,대호컴퍼니,N,N,11,4,2025-07-21,132550675,1458057430.0,,,,,원천_사업자번호집계,
475,4014169401,제수밸브,2111395806,2111395806,에그코리아,N,N,11,2,2025-11-18,71381876,785200638.23,,,,,원천_사업자번호집계,
476,4014169401,제수밸브,3081801330,3081801330,봄상사,N,N,11,2,2025-07-07,55111393,606225320.0,,,,,원천_사업자번호집계,
477,4014169401,제수밸브,5500201944,5500201944,엔와이씨(NYC),N,N,10,3,2025-11-11,81480343,814803430.0,,,,,원천_사업자번호집계,
478,4014169401,제수밸브,4991402199,4991402199,제이에이치물산,N,N,10,2,2025-12-30,61855477,618554774.0,,,,,원천_사업자번호집계,
479,4014169401,제수밸브,2963400907,2963400907,재이컴퍼니,N,N,10,3,2025-10-29,54527532,545275324.0,,,,,원천_사업자번호집계,
480,4014169401,제수밸브,7761201564,7761201564,솜이네,N,N,10,3,2025-09-16,53166611,531666110.0,,,,,원천_사업자번호집계,
481,4014169401,제수밸브,7035400363,7035400363,그린유통,N,N,10,1,2025-06-27,44760704,447607035.0,,,,,원천_사업자번호집계,
482,4014169401,제수밸브,3201402122,3201402122,나도상사,N,N,10,1,2025-01-20,40534903,405349030.0,,,,,원천_사업자번호집계,
483,4014169401,제수밸브,4154400910,4154400910,히또컴퍼니,N,N,10,2,2025-07-10,31780695,317806954.86,,,,,원천_사업자번호집계,
484,4014169401,제수밸브,7245500542,7245500542,씨지테크,N,N,9,3,2025-10-17,74492484,670432360.0,,,,,원천_사업자번호집계,
485,4014169401,제수밸브,2338601340,2338601340,창조토건주식회사,N,N,9,4,2025-11-04,55956038,503604338.0,,,,,원천_사업자번호집계,
486,4014169401,제수밸브,7180103124,7180103124,제이와이시스템,N,N,9,4,2025-11-11,38296549,344668940.0,,,,,원천_사업자번호집계,
487,4014169401,제수밸브,6803001364,6803001364,아프로플러스,N,N,9,2,2025-03-14,22979955,206819593.67,,,,,원천_사업자번호집계,
488,4014169401,제수밸브,4530901680,4530901680,케이시라,N,N,8,2,2025-08-05,105729799,845838390.0,,,,,원천_사업자번호집계,
489,4014169401,제수밸브,4801701799,4801701799,와이에스컴퍼니,N,N,8,3,2025-11-07,88151271,705210164.08,,,,,원천_사업자번호집계,
490,4014169401,제수밸브,3973600790,3973600790,레버너스,N,N,8,1,2025-07-01,83947769,671582152.0,,,,,원천_사업자번호집계,
491,4014169401,제수밸브,6276300509,6276300509,이루리,N,N,8,2,2025-10-13,76928969,615431750.0,,,,,원천_사업자번호집계,
492,4014169401,제수밸브,6945900481,6945900481,비앤와이컴퍼니,N,N,8,1,2025-06-20,62979068,503832540.0,,,,,원천_사업자번호집계,
493,4014169401,제수밸브,6083693694,6083693694,재동상사,N,N,8,4,2025-12-31,53920667,431365337.11,,,,,원천_사업자번호집계,
494,4014169401,제수밸브,8472101169,8472101169,대일컴퍼니,N,N,8,,2024-06-28,50894972,407159780.0,,,,,원천_사업자번호집계,
495,4014169401,제수밸브,2292003061,2292003061,엘라시스템,N,N,8,1,2025-09-24,50470610,403764880.0,,,,,원천_사업자번호집계,
496,4014169401,제수밸브,7850902363,7850902363,레몬,N,N,8,2,2025-04-04,36419249,291353990.0,,,,,원천_사업자번호집계,
497,4014169401,제수밸브,5081296304,5081296304,달란트(talent)상사,N,N,8,2,2025-05-20,25600830,204806640.49,,,,,원천_사업자번호집계,
498,4014169401,제수밸브,2362501649,2362501649,영재유통,N,N,7,1,2025-06-03,90702153,634915068.04,,,,,원천_사업자번호집계,
499,4014169401,제수밸브,4164200700,4164200700,건영,N,N,7,,2024-09-25,81776790,572437530.0,,,,,원천_사업자번호집계,
500,4014169401,제수밸브,3253301264,3253301264,미정유통,N,N,7,4,2025-10-25,69164992,484154945.0,,,,,원천_사업자번호집계,
