candidate_id,물품번호,물품명,사업자번호,사업자번호_정규화,업체명,대표물품,제조업체
382,4111250101,유량계,2198800975,2198800975,주식회사 동빈글로벌,N,N
383,4111250101,유량계,7022701500,7022701500,골드굿즈,N,N
384,4111250101,유량계,1248137874,1248137874,한양이엔지 주식회사,N,N
385,4111250101,유량계,1084674027,1084674027,한컴퍼니,N,N
386,4111250101,유량계,6088188906,6088188906,주식회사 모네스틸,N,N
387,4111250101,유량계,8143300824,8143300824,현진테크,N,N
388,4111250101,유량계,1022395874,1022395874,월드코리아,N,N
389,4111250101,유량계,7398102236,7398102236,주식회사 정운씨앤씨,N,N
390,4111250101,유량계,3854700702,3854700702,에스디씨,N,N
391,4111250101,유량계,7658101712,7658101712,주식회사 다은컴퍼니,N,N
392,4111250101,유량계,6140801143,6140801143,명지산업,N,N
393,4111250101,유량계,4614300522,4614300522,다이아나,N,N
394,4111250101,유량계,4556600429,4556600429,승주상사,N,N
395,4111250101,유량계,5180600482,5180600482,리얼야구존평거점,N,N
396,4111250101,유량계,4154400910,4154400910,히또컴퍼니,N,N
397,4111250101,유량계,1308665007,1308665007,주식회사아이디에프,N,N
398,4111250101,유량계,4038183460,4038183460,주식회사 진성하이텍,N,N
399,4111250101,유량계,5218102275,5218102275,주식회사 유진기업,N,N
400,4111250101,유량계,7201301326,7201301326,차가운 탁구공,N,N
401,4015151301,수중펌프,2998200019,2998200019,(사)한빛장애인협회 기전사업단,N,Y
402,4015151301,수중펌프,5118127226,5118127226,주식회사 마크온탑,N,N
403,4015151301,수중펌프,4018140669,4018140669,(유)신성시엔시,N,N
404,4015151301,수중펌프,1608803078,1608803078,유명이엔지주식회사,N,Y
405,4015151301,수중펌프,8612101471,8612101471,테라물라,N,N
406,4015151301,수중펌프,2608603243,2608603243,주식회사 와이에스제이,N,N
407,4015151301,수중펌프,6938600164,6938600164,주식회사 마한건설조명,N,N
408,4015151301,수중펌프,5688200569,5688200569,사단법인 벗나래복지회사업단,N,Y
409,4015151301,수중펌프,6502401417,6502401417,선유통,N,N
410,4015151301,수중펌프,7782600684,7782600684,한마음,N,N
411,4015151301,수중펌프,6586100718,6586100718,대연상사,N,N
412,4015151301,수중펌프,4098145197,4098145197,브이원건설 주식회사,N,N
413,4015151301,수중펌프,5108119062,5108119062,브이건설 주식회사,N,N
414,4015151301,수중펌프,6561802048,6561802048,에스알퍼포먼스,N,N
415,4015151301,수중펌프,6870801457,6870801457,굿디자인,N,N
416,4015151301,수중펌프,4098192439,4098192439,에이원산업 주식회사,N,N
417,4015151301,수중펌프,4108197415,4108197415,지브이산업 주식회사,N,N
418,4015151301,수중펌프,5218102275,5218102275,주식회사 유진기업,N,N
419,4015151301,수중펌프,2988102360,2988102360,주식회사 아이수(i-su Inc.),Y,Y
420,4015151301,수중펌프,2338601340,2338601340,창조토건주식회사,N,N
421,4015151301,수중펌프,7180103124,7180103124,제이와이시스템,N,N
422,4015151301,수중펌프,3978200633,3978200633,(사)한빛장애인협회 환경사업단,N,Y
423,4015151301,수중펌프,1131581453,1131581453,동양펌프,N,Y
424,4015151301,수중펌프,7648602386,7648602386,유한회사 정석,N,N
425,4015151301,수중펌프,7850902363,7850902363,레몬,N,N
426,4015151301,수중펌프,1138197829,1138197829,주식회사 드림이앤에프,N,N
427,4015151301,수중펌프,4874600729,4874600729,신형,N,N
428,4015151301,수중펌프,2362501649,2362501649,영재유통,N,N
429,4015151301,수중펌프,2318802328,2318802328,주식회사 제이앤에스,N,N
430,4015151301,수중펌프,2248124586,2248124586,합자회사 영진이엔지,N,N
431,4015151301,수중펌프,6413200836,6413200836,양현,N,N
432,4015151301,수중펌프,3883501352,3883501352,루아프라임,N,N
433,4015151301,수중펌프,5038118634,5038118634,광진기공(주),N,N
434,4015151301,수중펌프,1258130442,1258130442,성남건설산업주식회사,N,N
435,4015151301,수중펌프,4188152426,4188152426,하이스트 주식회사,N,Y
436,4015151301,수중펌프,2201169007,2201169007,대경시스템,N,N
437,4015151301,수중펌프,4938702254,4938702254,(주)오니,N,N
438,4015151301,수중펌프,6514700797,6514700797,다산의료기,N,N
439,4015151301,수중펌프,2130233834,2130233834,한가람커뮤니케이션즈,N,N
440,4015151301,수중펌프,8468101781,8468101781,(주)나인티에스,N,Y
441,4015151301,수중펌프,1928101651,1928101651,주식회사 진흥,N,N
442,4015151301,수중펌프,3018137471,3018137471,(주)태성,N,N
443,4015151301,수중펌프,7218702921,7218702921,주식회사 이현코리아,N,N
444,4015151301,수중펌프,3118702821,3118702821,유한회사 은광,N,N
445,4015151301,수중펌프,3018607477,3018607477,아라온정보통신 주식회사,N,N
446,4015151301,수중펌프,5172501460,5172501460,기쁜몰,N,N
447,4015151301,수중펌프,8951202544,8951202544,에스이스페이스,N,N
448,4015151301,수중펌프,6632301982,6632301982,더보스,N,N
449,4015151301,수중펌프,4011891219,4011891219,반도,N,N
450,4015151301,수중펌프,1022268268,1022268268,원플랫폼,N,N
451,4014169401,제수밸브,8278602014,8278602014,주식회사 혼정보통신,N,N
452,4014169401,제수밸브,7278602368,7278602368,주식회사 숨,N,N
453,4014169401,제수밸브,6978702327,6978702327,주식회사 크리스탈소프트,N,N
454,4014169401,제수밸브,2078802795,2078802795,주식회사 클라우드소프트,N,N
455,4014169401,제수밸브,3328802499,3328802499,주식회사 루트텍,N,N
456,4014169401,제수밸브,8022301103,8022301103,엔에이치물산,N,N
457,4014169401,제수밸브,1222645933,1222645933,디자인 청호,N,N
458,4014169401,제수밸브,4552701341,4552701341,선양인터,N,N
459,4014169401,제수밸브,3294700944,3294700944,우주유통,N,N
460,4014169401,제수밸브,2608603243,2608603243,주식회사 와이에스제이,N,N
461,4014169401,제수밸브,6068623843,6068623843,주식회사 태원엠티,N,N
462,4014169401,제수밸브,6502401417,6502401417,선유통,N,N
463,4014169401,제수밸브,2791401150,2791401150,가우정인,N,N
464,4014169401,제수밸브,6132721977,6132721977,나이스컴퍼니,N,N
465,4014169401,제수밸브,8800301895,8800301895,베어영컴퍼니,N,N
466,4014169401,제수밸브,4410801337,4410801337,엔플,N,N
467,4014169401,제수밸브,4031435175,4031435175,세화,N,N
468,4014169401,제수밸브,3303500956,3303500956,제이유컴퍼니,N,N
469,4014169401,제수밸브,8466000619,8466000619,정욱,N,N
470,4014169401,제수밸브,2876200380,2876200380,고호상사,N,N
471,4014169401,제수밸브,5494300900,5494300900,심이유통,N,N
472,4014169401,제수밸브,7022701500,7022701500,골드굿즈,N,N
473,4014169401,제수밸브,1084674027,1084674027,한컴퍼니,N,N
474,4014169401,제수밸브,6850301723,6850301723,대호컴퍼니,N,N
475,4014169401,제수밸브,2111395806,2111395806,에그코리아,N,N
476,4014169401,제수밸브,3081801330,3081801330,봄상사,N,N
477,4014169401,제수밸브,5500201944,5500201944,엔와이씨(NYC),N,N
478,4014169401,제수밸브,4991402199,4991402199,제이에이치물산,N,N
479,4014169401,제수밸브,2963400907,2963400907,재이컴퍼니,N,N
480,4014169401,제수밸브,7761201564,7761201564,솜이네,N,N
481,4014169401,제수밸브,7035400363,7035400363,그린유통,N,N
482,4014169401,제수밸브,3201402122,3201402122,나도상사,N,N
483,4014169401,제수밸브,4154400910,4154400910,히또컴퍼니,N,N
484,4014169401,제수밸브,7245500542,7245500542,씨지테크,N,N
485,4014169401,제수밸브,2338601340,2338601340,창조토건주식회사,N,N
486,4014169401,제수밸브,7180103124,7180103124,제이와이시스템,N,N
487,4014169401,제수밸브,6803001364,6803001364,아프로플러스,N,N
488,4014169401,제수밸브,4530901680,4530901680,케이시라,N,N
489,4014169401,제수밸브,4801701799,4801701799,와이에스컴퍼니,N,N
490,4014169401,제수밸브,3973600790,3973600790,레버너스,N,N
491,4014169401,제수밸브,6276300509,6276300509,이루리,N,N
492,4014169401,제수밸브,6945900481,6945900481,비앤와이컴퍼니,N,N
493,4014169401,제수밸브,6083693694,6083693694,재동상사,N,N
494,4014169401,제수밸브,8472101169,8472101169,대일컴퍼니,N,N
495,4014169401,제수밸브,2292003061,2292003061,엘라시스템,N,N
496,4014169401,제수밸브,7850902363,7850902363,레몬,N,N
497,4014169401,제수밸브,5081296304,5081296304,달란트(talent)상사,N,N
498,4014169401,제수밸브,2362501649,2362501649,영재유통,N,N
499,4014169401,제수밸브,4164200700,4164200700,건영,N,N
500,4014169401,제수밸브,3253301264,3253301264,미정유통,N,N
