candidate_id,물품번호,물품명,사업자번호_정규화,업체명,물품별_AI순위,전체_AI순위,AI예측점수,규칙기반_균형형_물품별순위,규칙기반_균형형_전체순위,규칙기반_균형형점수,대표물품,제조업체,낙찰건수,최근낙찰건수,부정당제재,현재제재여부,창업기업,장애인표준사업장
447,4015151301,수중펌프,8951202544,에스이스페이스,27,424,0.003604,31,457,8.4598,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
411,4015151301,수중펌프,6586100718,대연상사,28,431,0.003457,14,339,14.2032,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0
425,4015151301,수중펌프,7850902363,레몬,29,433,0.003443,30,452,8.9043,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
414,4015151301,수중펌프,6561802048,에스알퍼포먼스,30,443,0.003286,15,341,14.1019,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
432,4015151301,수중펌프,3883501352,루아프라임,31,445,0.003237,24,413,10.8434,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
443,4015151301,수중펌프,7218702921,주식회사 이현코리아,32,453,0.003083,43,482,7.2554,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
449,4015151301,수중펌프,4011891219,반도,33,461,0.002884,47,492,4.7936,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
445,4015151301,수중펌프,3018607477,아라온정보통신 주식회사,34,464,0.002858,49,494,3.5234,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
418,4015151301,수중펌프,5218102275,주식회사 유진기업,35,467,0.002804,22,405,11.1551,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0
406,4015151301,수중펌프,2608603243,주식회사 와이에스제이,36,470,0.002758,9,240,17.9349,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0
429,4015151301,수중펌프,2318802328,주식회사 제이앤에스,37,473,0.00271,40,475,7.6252,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
409,4015151301,수중펌프,6502401417,선유통,38,474,0.002707,11,287,16.4893,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0
420,4015151301,수중펌프,2338601340,창조토건주식회사,39,475,0.0027,18,383,11.7402,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0
405,4015151301,수중펌프,8612101471,테라물라,40,476,0.002634,7,213,18.9905,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0
421,4015151301,수중펌프,7180103124,제이와이시스템,41,479,0.002527,20,400,11.267,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0
437,4015151301,수중펌프,4938702254,(주)오니,42,482,0.002433,46,489,6.2657,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
444,4015151301,수중펌프,3118702821,유한회사 은광,43,486,0.00223,32,459,8.35,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
424,4015151301,수중펌프,7648602386,유한회사 정석,44,487,0.002228,29,443,9.4412,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
448,4015151301,수중펌프,6632301982,더보스,45,490,0.002161,37,471,7.8479,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
446,4015151301,수중펌프,5172501460,기쁜몰,46,491,0.00216,45,486,6.5648,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
415,4015151301,수중펌프,6870801457,굿디자인,47,495,0.002016,25,423,10.2685,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
431,4015151301,수중펌프,6413200836,양현,48,496,0.001921,44,484,7.1358,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
450,4015151301,수중펌프,1022268268,원플랫폼,49,497,0.00189,50,495,2.4721,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
439,4015151301,수중펌프,2130233834,한가람커뮤니케이션즈,50,500,0.001311,42,481,7.259,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
102,4016150601,여과장치,5038134949,(주)이코우,1,13,0.727805,2,6,36.6037,0.0,1.0,60.0,17.0,0.0,0.0,0.0,0.0
119,4016150601,여과장치,6068120439,(주)네가트론,2,34,0.433126,11,71,26.7614,0.0,1.0,26.0,5.0,0.0,0.0,0.0,0.0
115,4016150601,여과장치,4098162406,대성이엔이 주식회사,3,45,0.364934,7,38,28.8003,0.0,1.0,30.0,6.0,0.0,0.0,0.0,0.0
126,4016150601,여과장치,1608803078,유명이엔지주식회사,4,63,0.233437,3,13,34.8521,0.0,1.0,21.0,12.0,0.0,0.0,1.0,0.0
129,4016150601,여과장치,3978101727,디에스엔텍 주식회사,5,69,0.210281,6,22,31.9259,0.0,1.0,20.0,3.0,0.0,0.0,1.0,0.0
138,4016150601,여과장치,7608100625,대신이엔텍 주식회사,6,99,0.136298,17,105,24.2995,0.0,1.0,17.0,6.0,0.0,0.0,0.0,0.0
101,4016150601,여과장치,8278602014,주식회사 혼정보통신,7,173,0.02493,1,5,37.2088,0.0,0.0,69.0,10.0,0.0,0.0,1.0,0.0
113,4016150601,여과장치,4578801111,주식회사 가경이앤씨,8,181,0.021319,19,122,23.6221,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0
143,4016150601,여과장치,6502401417,선유통,9,184,0.0205,16,104,24.4893,0.0,0.0,17.0,4.0,0.0,0.0,1.0,0.0
105,4016150601,여과장치,7278602368,주식회사 숨,10,205,0.016873,4,17,33.2084,0.0,0.0,48.0,6.0,0.0,0.0,1.0,0.0
106,4016150601,여과장치,4858601669,주식회사 모아텍,11,210,0.016097,12,73,26.7197,0.0,0.0,47.0,8.0,0.0,0.0,0.0,0.0
111,4016150601,여과장치,7958701414,주식회사 씨티원 충남,12,224,0.014329,18,119,23.6337,0.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0
108,4016150601,여과장치,2078802795,주식회사 클라우드소프트,13,235,0.013107,5,21,32.2491,0.0,0.0,41.0,7.0,0.0,0.0,1.0,0.0
123,4016150601,여과장치,2273001106,서이트레이드,14,243,0.011615,21,128,23.3693,0.0,0.0,25.0,14.0,0.0,0.0,0.0,0.0
133,4016150601,여과장치,3294700944,우주유통,15,263,0.009542,13,87,25.5379,0.0,0.0,19.0,5.0,0.0,0.0,1.0,0.0
145,4016150601,여과장치,3148612199,주식회사 유노미아,16,268,0.009068,49,499,-142.8578,0.0,0.0,16.0,4.0,1.0,1.0,0.0,0.0
116,4016150601,여과장치,3091861646,모아상사,17,269,0.008956,22,135,23.1477,0.0,0.0,29.0,9.0,0.0,0.0,0.0,0.0
125,4016150601,여과장치,2702501178,도담,18,270,0.00891,50,500,-143.5865,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0
132,4016150601,여과장치,8612101471,테라물라,19,274,0.008714,10,63,26.9905,0.0,0.0,19.0,6.0,0.0,0.0,1.0,0.0
128,4016150601,여과장치,7117800297,한나유통,20,288,0.00773,30,220,18.7704,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0
109,4016150601,여과장치,7810302068,에이스건설산업,21,290,0.007661,15,98,24.6919,0.0,0.0,39.0,9.0,0.0,0.0,0.0,0.0
137,4016150601,여과장치,3883001492,유엔글로벌,22,296,0.007364,32,242,17.8615,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0
118,4016150601,여과장치,7511001877,비피엔,23,309,0.006722,23,156,22.0353,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0
141,4016150601,여과장치,6990302508,해리엔터프라이즈,24,315,0.006372,34,254,17.4663,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
124,4016150601,여과장치,7390302693,대한시스텍,25,320,0.006245,8,56,27.2259,0.0,0.0,23.0,6.0,0.0,0.0,1.0,0.0
114,4016150601,여과장치,3058149402,주식회사 아워스,26,328,0.005776,47,496,-138.7637,0.0,0.0,31.0,4.0,1.0,1.0,0.0,0.0
127,4016150601,여과장치,4551701809,니즈스토리,27,333,0.005701,31,227,18.3931,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0
110,4016150601,여과장치,6870700558,에스엠제이,28,342,0.005415,24,162,21.8745,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0
144,4016150601,여과장치,4210602677,구름미디어,29,346,0.005325,36,261,17.3283,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0
120,4016150601,여과장치,6231501484,다온상사,30,355,0.005167,29,210,19.0447,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0
148,4016150601,여과장치,2081552260,제주드림코리아,31,356,0.005074,46,396,11.4398,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
122,4016150601,여과장치,7820901711,모아테크,32,376,0.004606,25,165,21.7857,0.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0
147,4016150601,여과장치,6706200447,에스엔컴퍼니,33,378,0.004552,33,249,17.673,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0
131,4016150601,여과장치,2803701009,오성,34,379,0.004506,38,276,16.8523,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0
150,4016150601,여과장치,2010989673,사회문화＆세무정보사,35,390,0.004189,43,329,14.5101,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0
135,4016150601,여과장치,1371217543,청진유통,36,394,0.00406,37,269,17.107,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0
149,4016150601,여과장치,7342101806,나노시스,37,408,0.00386,44,354,13.365,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0
104,4016150601,여과장치,7394000782,더원컴퍼니,38,409,0.003855,20,124,23.4637,0.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0
121,4016150601,여과장치,1138196062,주식회사 케이에스엔텍,39,414,0.0038,27,190,20.0974,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0
107,4016150601,여과장치,4555100293,로드파크,40,427,0.003521,14,93,25.0061,0.0,0.0,44.0,5.0,0.0,0.0,0.0,0.0
146,4016150601,여과장치,5918100427,주식회사 수연티앤씨,41,435,0.003415,41,314,15.4411,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0
117,4016150601,여과장치,8578100569,(주)제이인터내셔날,42,440,0.003343,26,176,21.1887,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0
103,4016150601,여과장치,7620400047,에스지에스,43,441,0.003328,9,60,27.0672,0.0,0.0,57.0,8.0,0.0,0.0,0.0,0.0
134,4016150601,여과장치,2168148122,주식회사 르몽드인터내셔널,44,444,0.003278,42,321,14.8265,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
139,4016150601,여과장치,1218186809,(주)씨티원서비스,45,450,0.003123,45,368,12.8204,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
130,4016150601,여과장치,4601501321,토마토,46,452,0.003088,39,282,16.5724,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0
112,4016150601,여과장치,6671900936,제이디아이(JDI),47,455,0.003054,28,201,19.6404,0.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0
142,4016150601,여과장치,5073600534,엔젤테크,48,460,0.002892,48,498,-142.6387,0.0,0.0,17.0,5.0,1.0,1.0,0.0,0.0
140,4016150601,여과장치,5568101156,주식회사 우리에이치알컴퍼니,49,465,0.002816,35,258,17.3586,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0
136,4016150601,여과장치,3061864998,에스코,50,471,0.002736,40,290,16.4033,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0
364,4111250101,유량계,2138639269,주식회사 하이드로넷,1,18,0.68417,5,100,24.6919,0.0,1.0,19.0,8.0,0.0,0.0,0.0,0.0
353,4111250101,유량계,2108159349,주식회사 피디원 (PDONE),2,67,0.217099,1,34,29.4499,0.0,0.0,53.0,11.0,0.0,0.0,0.0,0.0
384,4111250101,유량계,1248137874,한양이엔지 주식회사,3,73,0.199574,14,230,18.3489,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0
379,4111250101,유량계,2060684804,인텍시스템,4,136,0.05637,46,431,9.873,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
352,4111250101,유량계,1160724873,나산상사,5,194,0.018232,2,52,27.6012,0.0,0.0,54.0,10.0,0.0,0.0,0.0,0.0
381,4111250101,유량계,7038601174,주식회사 제이디글로벌,6,251,0.010798,35,389,11.6306,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0
392,4111250101,유량계,6140801143,명지산업,7,260,0.009597,48,454,8.847,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
354,4111250101,유량계,5295500699,비에스에스,8,262,0.009567,3,69,26.7971,0.0,0.0,46.0,14.0,0.0,0.0,0.0,0.0
368,4111250101,유량계,1690402168,세렌디피티,9,271,0.008896,15,236,18.0645,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0
399,4111250101,유량계,5218102275,주식회사 유진기업,10,275,0.008655,40,404,11.1551,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0
360,4111250101,유량계,1312045032,툴데포,11,276,0.008579,10,175,21.1951,0.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0
395,4111250101,유량계,5180600482,리얼야구존평거점,12,279,0.008275,36,390,11.5723,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0
358,4111250101,유량계,3091861646,모아상사,13,281,0.008182,7,138,23.1477,0.0,0.0,29.0,9.0,0.0,0.0,0.0,0.0
351,4111250101,유량계,1228646713,주식회사 새론아이,14,283,0.008031,4,86,25.5796,0.0,0.0,58.0,3.0,0.0,0.0,0.0,0.0
361,4111250101,유량계,4721301373,어진컴퍼니,15,287,0.007741,25,336,14.2864,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
374,4111250101,유량계,2158662413,(주)동건,16,289,0.00771,24,332,14.4689,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0
394,4111250101,유량계,4556600429,승주상사,17,292,0.007573,47,433,9.8619,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0
373,4111250101,유량계,5250802328,일호컴퍼니,18,298,0.007353,39,399,11.377,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
355,4111250101,유량계,2521201281,에이디 커머스,19,301,0.006953,6,117,23.6995,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0
397,4111250101,유량계,1308665007,주식회사아이디에프,20,304,0.006921,42,416,10.7051,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
377,4111250101,유량계,6044071787,에이치엠,21,305,0.006875,31,372,12.5444,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0
386,4111250101,유량계,6088188906,주식회사 모네스틸,22,310,0.006718,34,388,11.6394,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0
359,4111250101,유량계,5118127226,주식회사 마크온탑,23,316,0.006365,9,160,21.9629,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0
357,4111250101,유량계,4193201276,태화기업,24,329,0.005743,8,144,22.875,0.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0
398,4111250101,유량계,4038183460,주식회사 진성하이텍,25,347,0.005313,28,358,13.2021,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0
387,4111250101,유량계,8143300824,현진테크,26,349,0.005238,21,326,14.7805,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0
366,4111250101,유량계,3883001492,유엔글로벌,27,358,0.005059,16,244,17.8615,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0
356,4111250101,유량계,3328802499,주식회사 루트텍,28,365,0.004756,11,185,20.168,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0
400,4111250101,유량계,7201301326,차가운 탁구공,29,377,0.004558,45,430,9.8852,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
388,4111250101,유량계,1022395874,월드코리아,30,381,0.004457,38,392,11.5531,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0
380,4111250101,유량계,8466000619,정욱,31,382,0.004427,20,322,14.8174,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0
376,4111250101,유량계,1868702400,주식회사 그린아이앤티,32,384,0.004416,29,360,13.1989,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0
382,4111250101,유량계,2198800975,주식회사 동빈글로벌,33,386,0.004262,37,391,11.5651,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0
383,4111250101,유량계,7022701500,골드굿즈,34,387,0.004259,26,344,14.0233,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0
369,4111250101,유량계,6418702417,주식회사 원스타,35,393,0.004069,22,327,14.5625,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0
389,4111250101,유량계,7398102236,주식회사 정운씨앤씨,36,403,0.003937,49,466,8.1472,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
393,4111250101,유량계,4614300522,다이아나,37,405,0.003934,33,385,11.7285,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
396,4111250101,유량계,4154400910,히또컴퍼니,38,406,0.003928,44,420,10.3309,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
378,4111250101,유량계,6868702439,주식회사 인팩솔루션,39,407,0.003888,32,378,12.1597,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0
390,4111250101,유량계,3854700702,에스디씨,40,415,0.003784,50,467,8.0937,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
362,4111250101,유량계,4551701809,니즈스토리,41,417,0.003756,13,229,18.3931,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0
372,4111250101,유량계,8350601275,옥이커피,42,423,0.003618,43,417,10.5746,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
385,4111250101,유량계,1084674027,한컴퍼니,43,430,0.003496,23,330,14.4996,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0
391,4111250101,유량계,7658101712,주식회사 다은컴퍼니,44,437,0.003369,41,406,11.0732,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0
375,4111250101,유량계,2638802174,제이컴주식회사,45,438,0.003366,27,353,13.5746,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0
370,4111250101,유량계,2872501915,유누 컴퍼니,46,442,0.003312,18,253,17.5128,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0
367,4111250101,유량계,6502401417,선유통,47,449,0.003125,19,286,16.4893,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0
365,4111250101,유량계,3294700944,우주유통,48,462,0.002869,17,251,17.5379,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0
363,4111250101,유량계,8612101471,테라물라,49,480,0.002525,12,212,18.9905,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0
371,4111250101,유량계,2791401150,가우정인,50,492,0.002136,30,365,12.9232,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0
78,4111331901,기타수질분석기,1238154375,주식회사 씨케이테크피아,1,1,0.920838,17,54,27.4767,0.0,1.0,22.0,10.0,0.0,0.0,0.0,0.0
74,4111331901,기타수질분석기,5828101679,주식회사 비에이치,2,6,0.834073,2,11,35.104,1.0,0.0,25.0,6.0,0.0,0.0,1.0,0.0
55,4111331901,기타수질분석기,1308123448,호리바코리아(주),3,9,0.813152,8,31,29.9421,0.0,0.0,47.0,9.0,0.0,0.0,0.0,0.0
65,4111331901,기타수질분석기,6168157632,주식회사 대은계전,4,11,0.806361,6,25,30.5439,0.0,1.0,30.0,11.0,0.0,0.0,0.0,0.0
72,4111331901,기타수질분석기,2188101953,주식회사 비츠로시스,5,19,0.681302,23,114,23.749,0.0,0.0,26.0,8.0,0.0,0.0,0.0,0.0
99,4111331901,기타수질분석기,2363501430,디피에스테크놀로지,6,20,0.671925,15,46,27.9891,0.0,0.0,14.0,13.0,0.0,0.0,1.0,0.0
92,4111331901,기타수질분석기,1378604597,주식회사 선진일렉텍,7,22,0.635065,38,233,18.1991,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
51,4111331901,기타수질분석기,1148604783,써모피셔사이언티픽솔루션스 유한회사,8,23,0.630261,3,14,34.7443,0.0,0.0,68.0,32.0,0.0,0.0,0.0,0.0
73,4111331901,기타수질분석기,6348600656,주식회사비전제어시스템,9,25,0.603564,29,166,21.7595,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0
52,4111331901,기타수질분석기,6218701961,주식회사이지랩,10,33,0.449763,11,42,28.3099,0.0,0.0,59.0,11.0,0.0,0.0,0.0,0.0
93,4111331901,기타수질분석기,1458102877,주식회사 오성테크,11,35,0.416346,50,497,-142.5319,0.0,0.0,17.0,5.0,1.0,1.0,0.0,0.0
59,4111331901,기타수질분석기,1348121423,주식회사 서전기전,12,36,0.415772,9,32,29.6733,0.0,0.0,37.0,13.0,0.0,0.0,0.0,0.0
53,4111331901,기타수질분석기,2108159349,주식회사 피디원 (PDONE),13,37,0.409454,10,33,29.4499,0.0,0.0,53.0,11.0,0.0,0.0,0.0,0.0
79,4111331901,기타수질분석기,6918600192,주식회사 엘티에스바이오,14,38,0.396082,36,224,18.637,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0
82,4111331901,기타수질분석기,4721301373,어진컴퍼니,15,40,0.383061,46,334,14.2864,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
68,4111331901,기타수질분석기,5151604381,연택테크,16,42,0.376533,27,148,22.5885,0.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0
56,4111331901,기타수질분석기,2068627654,주식회사 원캐스트,17,47,0.363494,12,43,28.2722,0.0,0.0,46.0,9.0,0.0,0.0,0.0,0.0
54,4111331901,기타수질분석기,1728603252,주식회사 리즈너스,18,49,0.357092,1,4,38.0244,0.0,0.0,50.0,32.0,0.0,0.0,1.0,0.0
63,4111331901,기타수질분석기,2852501641,유니플러스,19,50,0.351637,4,19,32.6434,0.0,0.0,35.0,13.0,0.0,0.0,1.0,0.0
57,4111331901,기타수질분석기,5938702267,주식회사 이솔사이언스,20,51,0.338041,16,53,27.5182,0.0,0.0,45.0,13.0,0.0,0.0,0.0,0.0
86,4111331901,기타수질분석기,6938600164,주식회사 마한건설조명,21,52,0.334118,44,310,15.5294,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0
95,4111331901,기타수질분석기,2081552260,제주드림코리아,22,53,0.323243,48,395,11.4398,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
97,4111331901,기타수질분석기,6108108303,대성자원개발 주식회사,23,58,0.27578,49,415,10.8063,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0
91,4111331901,기타수질분석기,2938701844,주식회사 성은공조,24,60,0.263774,22,109,24.2203,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0
67,4111331901,기타수질분석기,2051667999,만선테크,25,61,0.261142,28,155,22.1476,0.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0
89,4111331901,기타수질분석기,4040197932,삼미상사,26,64,0.231957,43,299,16.2087,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0
60,4111331901,기타수질분석기,8235600263,제이퍼블리코,27,72,0.200285,21,108,24.2362,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0
77,4111331901,기타수질분석기,2150235895,모두사랑,28,75,0.190908,35,221,18.6859,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0
71,4111331901,기타수질분석기,6200244688,피앤에스,29,78,0.183015,31,173,21.2609,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0
96,4111331901,기타수질분석기,2023505919,연홍코퍼레이션,30,79,0.175542,34,218,18.8893,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0
84,4111331901,기타수질분석기,2903101270,다인에스티,31,80,0.174922,14,45,28.1228,0.0,0.0,21.0,9.0,0.0,0.0,1.0,0.0
76,4111331901,기타수질분석기,4038183209,탑아이티 주식회사,32,82,0.174283,30,169,21.7302,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0
80,4111331901,기타수질분석기,1322366711,드림팩토리,33,89,0.162606,33,205,19.4346,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0
98,4111331901,기타수질분석기,3052389947,미래코리아비지니스,34,90,0.161898,45,317,15.2557,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0
75,4111331901,기타수질분석기,4181202459,아이들문구,35,91,0.159861,32,200,19.6633,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0
88,4111331901,기타수질분석기,8891000019,동행상사,36,92,0.15853,42,296,16.2449,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0
87,4111331901,기타수질분석기,6091669087,대광산업,37,106,0.116587,40,256,17.3647,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0
81,4111331901,기타수질분석기,8218801326,주식회사 가은메탈,38,110,0.110153,18,57,27.2174,0.0,0.0,21.0,3.0,0.0,0.0,1.0,0.0
69,4111331901,기타수질분석기,3658800905,주식회사 가나이엔지,39,115,0.099669,24,126,23.4518,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0
70,4111331901,기타수질분석기,5118127226,주식회사 마크온탑,40,118,0.091832,7,30,29.9629,0.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0
66,4111331901,기타수질분석기,2568802462,주식회사 연승,41,121,0.086325,41,265,17.154,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
83,4111331901,기타수질분석기,5102410281,세진싸이언스,42,122,0.084434,39,248,17.7068,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0
64,4111331901,기타수질분석기,3328802499,주식회사 루트텍,43,124,0.077205,13,44,28.168,0.0,0.0,35.0,2.0,0.0,0.0,1.0,0.0
100,4111331901,기타수질분석기,1308646112,주식회사아이티베이스,44,126,0.072149,47,348,13.6594,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0
58,4111331901,기타수질분석기,2078802795,주식회사 클라우드소프트,45,132,0.060367,5,20,32.2491,0.0,0.0,41.0,7.0,0.0,0.0,1.0,0.0
94,4111331901,기타수질분석기,6502401417,선유통,46,141,0.054578,20,103,24.4893,0.0,0.0,17.0,4.0,0.0,0.0,1.0,0.0
85,4111331901,기타수질분석기,8612101471,테라물라,47,144,0.04212,19,62,26.9905,0.0,0.0,19.0,6.0,0.0,0.0,1.0,0.0
61,4111331901,기타수질분석기,2824900315,서울우유 신안동 고객센터,48,146,0.040246,25,131,23.2999,0.0,0.0,37.0,10.0,0.0,0.0,0.0,0.0
62,4111331901,기타수질분석기,7600201935,남양우유신안동가정대리점,49,148,0.039546,26,142,22.9966,0.0,0.0,36.0,11.0,0.0,0.0,0.0,0.0
90,4111331901,기타수질분석기,4098116407,주식회사탑원산업,50,150,0.038622,37,225,18.6323,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
48,4710160801,유기응집제,2838102688,주식회사 비젼바이오,1,2,0.914792,6,18,32.8814,0.0,1.0,22.0,11.0,0.0,0.0,1.0,0.0
21,4710160801,유기응집제,1138136157,금성이엔씨(주),2,16,0.695706,18,88,25.3907,0.0,0.0,31.0,16.0,0.0,0.0,0.0,0.0
40,4710160801,유기응집제,1074471440,선경에스엔티,3,26,0.530174,44,203,19.5424,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0
35,4710160801,유기응집제,3968701707,주식회사 명신테크,4,30,0.484703,8,24,30.6164,0.0,0.0,25.0,8.0,0.0,0.0,1.0,0.0
37,4710160801,유기응집제,7498801586,(주)에이치비바이오,5,31,0.459573,47,247,17.7285,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0
2,4710160801,유기응집제,2048197877,주식회사 그린주의,6,39,0.386027,1,1,44.1527,0.0,0.0,78.0,32.0,0.0,0.0,0.0,1.0
28,4710160801,유기응집제,7800601918,서울우유안동급식고객센터,7,41,0.379984,41,193,19.8604,0.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0
