물품별_AI순위,전체_AI순위,candidate_id,물품번호,물품명,사업자번호,사업자번호_정규화,업체명,AI예측점수,대표물품,제조업체,공급품목등록후_경과일수,공급품목등록후_경과일수_log,업체_등록품목수,업체_동일대분류등록수,업체_동일분류공급품목수,업체_동일중분류등록수,업체_동일소분류등록수,업체_대표물품등록수,업체_제조품목등록수,품목_공급업체수,품목_대표물품업체수,품목_제조업체수,품목_제조업체비율,품목_대표물품비율,품목_평균참가업체수,품목_평균참가업체수_log,품목_경쟁강도,이전전체낙찰건수,이전동일품목낙찰건수,해당물품_과거낙찰건수,이전동일대분류낙찰건수,최근365일낙찰건수,최근낙찰일_경과일수,최근낙찰일_경과일수_log,이전낙찰금액합계_log,참가업체수_log,물품번호_prefix2,물품번호_prefix4,물품번호_prefix6,창업기업,장애인표준사업장,사회적기업,부정당제재,제재종료후_경과일수,제재종료후_경과일수_log
28,388,287,4015150501,정량펌프,4022170444,4022170444,미래홀딩스,0.004205,0.0,0.0,1355.0,7.212294468500341,1354.0,72.0,12.0,12.0,10.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,7.0,0.0,0.0,0.0,1.0,264.0,5.579729825986222,20.30289430458337,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
29,398,271,4015150501,정량펌프,7262601722,7262601722,창원,0.003988,0.0,0.0,393.0,5.976350909297934,288.0,11.0,3.0,3.0,1.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,10.0,0.0,0.0,0.0,0.0,428.0,6.061456918928017,20.282907583282018,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
30,401,266,4015150501,정량펌프,1401086324,1401086324,유니솔트,0.003942,0.0,0.0,393.0,5.976350909297934,259.0,14.0,5.0,5.0,5.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,14.0,0.0,0.0,0.0,1.0,206.0,5.332718793265369,20.65773094759885,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
31,402,280,4015150501,정량펌프,6555400458,6555400458,애드톡컴퍼니,0.003942,0.0,0.0,394.0,5.978885764901122,316.0,12.0,4.0,4.0,4.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,8.0,0.0,0.0,0.0,0.0,389.0,5.966146739123692,20.74431481565526,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
32,419,293,4015150501,정량펌프,8521602190,8521602190,휴먼,0.00368,0.0,0.0,391.0,5.971261839790462,315.0,18.0,3.0,3.0,1.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,6.0,0.0,0.0,0.0,2.0,309.0,5.736572297479192,20.71326601092838,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
33,425,252,4015150501,정량펌프,2117400300,2117400300,에닐트 (HENNILT),0.003564,0.0,0.0,1487.0,7.305188215393037,115.0,6.0,2.0,2.0,2.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,56.0,0.0,0.0,0.0,0.0,437.0,6.082218910376446,22.125663358904415,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
34,428,255,4015150501,정량펌프,7527500263,7527500263,헤이치 인 헤이치(hand in hand),0.003518,0.0,0.0,397.0,5.986452005284438,403.0,22.0,9.0,9.0,6.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,33.0,0.0,0.0,0.0,1.0,285.0,5.655991810819852,21.619674020858817,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
35,432,285,4015150501,정량펌프,7928103347,7928103347,주식회사 프리젠,0.003455,0.0,0.0,393.0,5.976350909297934,286.0,15.0,3.0,3.0,1.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,7.0,0.0,0.0,0.0,0.0,670.0,6.508769136971682,20.5191662931413,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
36,439,254,4015150501,정량펌프,2852501641,2852501641,유니플러스,0.003359,0.0,0.0,744.0,6.61338421837956,179.0,8.0,2.0,2.0,1.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,35.0,0.0,0.0,0.0,9.0,165.0,5.111987788356544,21.274442833083423,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
37,448,267,4015150501,정량펌프,6868702439,6868702439,주식회사 인팩솔루션,0.003197,0.0,0.0,393.0,5.976350909297934,356.0,16.0,6.0,6.0,5.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,12.0,0.0,0.0,0.0,0.0,422.0,6.0473721790462776,21.092336316519628,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
38,454,284,4015150501,정량펌프,2854200988,2854200988,효명엔지니어링,0.003077,0.0,0.0,391.0,5.971261839790462,426.0,25.0,6.0,6.0,3.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,8.0,0.0,0.0,0.0,2.0,134.0,4.90527477843843,19.4330973462466,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
39,459,294,4015150501,정량펌프,8821501991,8821501991,지니어스케이,0.002894,0.0,0.0,394.0,5.978885764901122,644.0,34.0,7.0,7.0,7.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,6.0,0.0,0.0,0.0,1.0,352.0,5.8664680569332965,20.44137407623672,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
40,466,276,4015150501,정량펌프,4892601333,4892601333,원테크,0.002815,0.0,0.0,393.0,5.976350909297934,381.0,18.0,7.0,7.0,6.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,9.0,0.0,0.0,0.0,1.0,333.0,5.8111409929767,19.892889787370375,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
41,469,283,4015150501,정량펌프,6083693694,6083693694,재동상사,0.002776,0.0,0.0,394.0,5.978885764901122,561.0,34.0,4.0,4.0,2.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,8.0,0.0,0.0,0.0,2.0,130.0,4.875197323201151,19.88246594124114,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
42,477,264,4015150501,정량펌프,8858700815,8858700815,주식회사 지에코,0.002612,0.0,0.0,393.0,5.976350909297934,761.0,17.0,5.0,5.0,4.0,1.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,14.0,0.0,0.0,0.0,1.0,183.0,5.214935757608986,20.978626659852594,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
43,481,299,4015150501,정량펌프,6352100820,6352100820,나린아토,0.002484,0.0,0.0,1367.0,7.221105098182496,1618.0,88.0,13.0,13.0,11.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,6.0,0.0,0.0,0.0,3.0,247.0,5.5134287461649825,19.412851084276905,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
44,483,261,4015150501,정량펌프,1798102185,1798102185,주식회사 디오르마,0.002409,0.0,0.0,1115.0,7.017506142941256,1649.0,86.0,15.0,15.0,14.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,16.0,0.0,0.0,0.0,2.0,228.0,5.43372200355424,20.65115740391971,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
45,484,297,4015150501,정량펌프,1501800090,1501800090,가빈,0.00235,0.0,0.0,1368.0,7.221835825288449,1073.0,58.0,10.0,10.0,8.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,6.0,0.0,0.0,0.0,2.0,235.0,5.4638318050256105,19.584820942276767,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
46,485,263,4015150501,정량펌프,2791401150,2791401150,가우정인,0.002347,0.0,0.0,157.0,5.062595033026967,5095.0,81.0,25.0,25.0,23.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,15.0,0.0,0.0,0.0,0.0,495.0,6.206575926724928,20.6110926129568,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
47,488,295,4015150501,정량펌프,5612601256,5612601256,엠솔루션,0.002189,0.0,0.0,394.0,5.978885764901122,638.0,42.0,8.0,8.0,6.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,6.0,0.0,0.0,0.0,1.0,192.0,5.262690188904886,19.946989604682585,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
48,489,273,4015150501,정량펌프,6870801457,6870801457,굿디자인,0.002165,0.0,0.0,740.0,6.608000625296087,2326.0,130.0,20.0,20.0,14.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,10.0,0.0,0.0,0.0,2.0,157.0,5.062595033026967,19.526940965814248,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
49,494,289,4015150501,정량펌프,6413200836,6413200836,양현,0.002108,0.0,0.0,750.0,6.621405651764134,1961.0,108.0,17.0,17.0,12.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,7.0,0.0,0.0,0.0,1.0,158.0,5.0689042022202315,19.62220816376129,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
50,499,298,4015150501,정량펌프,2130233834,2130233834,한가람커뮤니케이션즈,0.001564,0.0,0.0,260.0,5.564520407322694,4435.0,160.0,24.0,24.0,19.0,0.0,0.0,829.0,7.0,17.0,0.020506634499396863,0.008443908323281062,23.753846153846155,3.2089808770967463,0.02865361417834277,6.0,0.0,0.0,0.0,0.0,429.0,6.063785208687608,19.494611859548005,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,422,4015151301,수중펌프,3978200633,3978200633,(사)한빛장애인협회 환경사업단,0.854671,0.0,1.0,1109.0,7.01211529430638,12.0,11.0,11.0,11.0,11.0,0.0,12.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,8.0,4.0,4.0,4.0,5.0,143.0,4.969813299576001,21.84970080386523,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,419,4015151301,수중펌프,2988102360,2988102360,주식회사 아이수(i-su Inc.),0.808008,1.0,1.0,1474.0,7.29641326877392,13.0,13.0,13.0,13.0,13.0,1.0,13.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,9.0,1.0,1.0,2.0,3.0,144.0,4.976733742420574,20.529921533478948,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,423,4015151301,수중펌프,1131581453,1131581453,동양펌프,0.749948,0.0,1.0,870.0,6.769641976852503,11.0,11.0,11.0,11.0,11.0,0.0,11.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,8.0,3.0,3.0,3.0,2.0,169.0,5.135798437050262,21.539454561607347,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,408,4015151301,수중펌프,5688200569,5688200569,사단법인 벗나래복지회사업단,0.72054,0.0,1.0,515.0,6.246106765481563,31.0,14.0,14.0,14.0,14.0,2.0,28.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,17.0,3.0,3.0,4.0,12.0,143.0,4.969813299576001,22.077472474805386,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
5,29,435,4015151301,수중펌프,4188152426,4188152426,하이스트 주식회사,0.494381,0.0,1.0,752.0,6.6240652277998935,19.0,15.0,12.0,12.0,12.0,1.0,18.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,6.0,0.0,0.0,0.0,2.0,176.0,5.176149732573829,20.839598043770547,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
6,43,401,4015151301,수중펌프,2998200019,2998200019,(사)한빛장애인협회 기전사업단,0.371234,0.0,1.0,1109.0,7.01211529430638,12.0,11.0,11.0,11.0,11.0,0.0,12.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,50.0,0.0,0.0,0.0,16.0,148.0,5.003946305945459,23.467360598204905,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
7,54,440,4015151301,수중펌프,8468101781,8468101781,(주)나인티에스,0.323101,0.0,1.0,1241.0,7.124478262493424,19.0,19.0,19.0,19.0,19.0,1.0,13.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,6.0,0.0,0.0,1.0,1.0,171.0,5.147494476813453,19.292167183306123,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
8,131,404,4015151301,수중펌프,1608803078,1608803078,유명이엔지주식회사,0.06394,0.0,1.0,873.0,6.773080375655535,86.0,26.0,13.0,13.0,13.0,1.0,78.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,21.0,0.0,0.0,0.0,7.0,163.0,5.099866427824199,21.799991300626463,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
9,154,426,4015151301,수중펌프,1138197829,1138197829,주식회사 드림이앤에프,0.035231,0.0,0.0,1248.0,7.130098510125578,5.0,1.0,1.0,1.0,1.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,7.0,0.0,0.0,0.0,1.0,271.0,5.605802066295998,21.503190098759216,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
10,155,430,4015151301,수중펌프,2248124586,2248124586,합자회사 영진이엔지,0.034791,0.0,0.0,379.0,5.940171252720432,21.0,5.0,2.0,2.0,1.0,1.0,1.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,7.0,0.0,0.0,0.0,1.0,263.0,5.575949103146316,19.807331551537665,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
11,174,433,4015151301,수중펌프,5038118634,5038118634,광진기공(주),0.024857,0.0,0.0,996.0,6.904750769961838,14.0,5.0,2.0,2.0,1.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,6.0,0.0,0.0,0.0,2.0,145.0,4.983606621708336,21.26963208235869,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
12,182,417,4015151301,수중펌프,4108197415,4108197415,지브이산업 주식회사,0.020731,0.0,0.0,382.0,5.948034989180646,59.0,8.0,5.0,5.0,2.0,1.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,9.0,0.0,0.0,0.0,2.0,136.0,4.919980925828125,20.745029090957292,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
13,219,442,4015151301,수중펌프,3018137471,3018137471,(주)태성,0.014806,0.0,0.0,1124.0,7.025538314638521,46.0,12.0,6.0,6.0,4.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,5.0,0.0,0.0,0.0,2.0,141.0,4.955827057601261,20.752757317504425,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
14,221,434,4015151301,수중펌프,1258130442,1258130442,성남건설산업주식회사,0.014569,0.0,0.0,379.0,5.940171252720432,23.0,5.0,3.0,3.0,3.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,6.0,0.0,0.0,0.0,1.0,150.0,5.017279836814924,21.141935092671385,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
15,227,413,4015151301,수중펌프,5108119062,5108119062,브이건설 주식회사,0.014087,0.0,0.0,382.0,5.948034989180646,60.0,7.0,4.0,4.0,2.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,10.0,0.0,0.0,0.0,3.0,131.0,4.882801922586371,21.580444942773568,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
16,240,412,4015151301,수중펌프,4098145197,4098145197,브이원건설 주식회사,0.012325,0.0,0.0,382.0,5.948034989180646,74.0,8.0,5.0,5.0,2.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,10.0,0.0,0.0,0.0,1.0,136.0,4.919980925828125,21.58686221382687,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
17,259,416,4015151301,수중펌프,4098192439,4098192439,에이원산업 주식회사,0.009917,0.0,0.0,382.0,5.948034989180646,61.0,8.0,5.0,5.0,2.0,1.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,9.0,0.0,0.0,0.0,0.0,736.0,6.602587892189336,20.914953652241298,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
18,282,441,4015151301,수중펌프,1928101651,1928101651,주식회사 진흥,0.008126,0.0,0.0,131.0,4.882801922586371,71.0,5.0,2.0,2.0,2.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,6.0,0.0,0.0,0.0,3.0,233.0,5.455321115357702,18.64488098477352,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
19,286,403,4015151301,수중펌프,4018140669,4018140669,(유)신성시엔시,0.007762,0.0,0.0,1108.0,7.011213987350367,77.0,6.0,3.0,3.0,2.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,26.0,0.0,0.0,0.0,5.0,149.0,5.0106352940962555,21.622196540118082,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
20,322,410,4015151301,수중펌프,7782600684,7782600684,한마음,0.006189,0.0,0.0,142.0,4.962844630259907,227.0,29.0,5.0,5.0,5.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,11.0,0.0,0.0,0.0,3.0,141.0,4.955827057601261,20.839941513929652,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
21,323,402,4015151301,수중펌프,5118127226,5118127226,주식회사 마크온탑,0.006127,0.0,0.0,1374.0,7.226209010100671,1602.0,66.0,12.0,12.0,9.0,2.0,49.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,27.0,0.0,0.0,0.0,4.0,184.0,5.220355825078325,21.731939902532034,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
22,374,427,4015151301,수중펌프,4874600729,4874600729,신형,0.00462,0.0,0.0,1348.0,7.207118856207756,2713.0,139.0,24.0,24.0,18.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,7.0,0.0,0.0,0.0,3.0,163.0,5.099866427824199,20.509411792991592,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
23,396,407,4015151301,수중펌프,6938600164,6938600164,주식회사 마한건설조명,0.004011,0.0,0.0,1474.0,7.29641326877392,182.0,6.0,4.0,4.0,4.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,18.0,0.0,0.0,0.0,0.0,394.0,5.978885764901122,20.8656401380523,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
24,410,438,4015151301,수중펌프,6514700797,6514700797,다산의료기,0.003841,0.0,0.0,1477.0,7.298445101508147,1750.0,74.0,12.0,12.0,8.0,1.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,6.0,0.0,0.0,0.0,0.0,667.0,6.504288173536645,19.601690169525916,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
25,411,428,4015151301,수중펌프,2362501649,2362501649,영재유통,0.003833,0.0,0.0,990.0,6.898714534329988,1319.0,59.0,11.0,11.0,9.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,7.0,0.0,0.0,0.0,0.0,366.0,5.905361848054571,20.26900179836839,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
26,420,436,4015151301,수중펌프,2201169007,2201169007,대경시스템,0.003668,0.0,0.0,996.0,6.904750769961838,133.0,7.0,1.0,1.0,1.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,6.0,0.0,0.0,0.0,1.0,137.0,4.927253685157205,19.838299025759717,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
27,424,447,4015151301,수중펌프,8951202544,8951202544,에스이스페이스,0.003604,0.0,0.0,137.0,4.927253685157205,442.0,20.0,2.0,2.0,2.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,5.0,0.0,0.0,0.0,4.0,197.0,5.288267030694535,19.679748427327393,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
28,431,411,4015151301,수중펌프,6586100718,6586100718,대연상사,0.003457,0.0,0.0,996.0,6.904750769961838,199.0,10.0,1.0,1.0,1.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,11.0,0.0,0.0,0.0,3.0,226.0,5.424950017481403,20.633347913859303,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
29,433,425,4015151301,수중펌프,7850902363,7850902363,레몬,0.003443,0.0,0.0,999.0,6.907755278982137,2042.0,106.0,15.0,15.0,12.0,1.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,8.0,0.0,0.0,0.0,0.0,407.0,6.0112671744041615,19.49004954976055,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
30,443,414,4015151301,수중펌프,6561802048,6561802048,에스알퍼포먼스,0.003286,0.0,0.0,137.0,4.927253685157205,632.0,26.0,5.0,5.0,5.0,1.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,10.0,0.0,0.0,0.0,4.0,151.0,5.0238805208462765,19.621025616986763,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
31,445,432,4015151301,수중펌프,3883501352,3883501352,루아프라임,0.003237,0.0,0.0,137.0,4.927253685157205,479.0,20.0,3.0,3.0,3.0,1.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,7.0,0.0,0.0,0.0,5.0,157.0,5.062595033026967,19.416112167796953,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
32,453,443,4015151301,수중펌프,7218702921,7218702921,주식회사 이현코리아,0.003083,0.0,0.0,996.0,6.904750769961838,217.0,10.0,1.0,1.0,1.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,5.0,0.0,0.0,0.0,1.0,163.0,5.099866427824199,20.303237195023197,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
33,461,449,4015151301,수중펌프,4011891219,4011891219,반도,0.002884,0.0,0.0,1353.0,7.21081845347222,1861.0,103.0,17.0,17.0,14.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,5.0,0.0,0.0,0.0,1.0,157.0,5.062595033026967,19.259659803146338,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
34,464,445,4015151301,수중펌프,3018607477,3018607477,아라온정보통신 주식회사,0.002858,0.0,0.0,766.0,6.642486801367256,93.0,9.0,3.0,3.0,2.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,5.0,0.0,0.0,0.0,0.0,1052.0,6.959398512133975,19.830394641791656,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
35,467,418,4015151301,수중펌프,5218102275,5218102275,주식회사 유진기업,0.002804,0.0,0.0,996.0,6.904750769961838,220.0,13.0,1.0,1.0,1.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,9.0,0.0,0.0,0.0,2.0,201.0,5.308267697401205,20.73919172960416,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
36,470,406,4015151301,수중펌프,2608603243,2608603243,주식회사 와이에스제이,0.002758,0.0,0.0,766.0,6.642486801367256,289.0,13.0,4.0,4.0,1.0,0.0,0.0,535.0,25.0,19.0,0.03551401869158879,0.04672897196261682,9.118716577540107,2.3143868354157573,0.017044330051476837,19.0,0.0,0.0,0.0,5.0,171.0,5.147494476813453,20.581406307172184,0.0,40.0,4015.0,401515.0,0.0,0.0,0.0,0.0,0.0,0.0
