물품별_AI순위,전체_AI순위,candidate_id,물품번호,물품명,사업자번호,사업자번호_정규화,업체명,AI예측점수,대표물품,제조업체,공급품목등록후_경과일수,공급품목등록후_경과일수_log,업체_등록품목수,업체_동일대분류등록수,업체_동일분류공급품목수,업체_동일중분류등록수,업체_동일소분류등록수,업체_대표물품등록수,업체_제조품목등록수,품목_공급업체수,품목_대표물품업체수,품목_제조업체수,품목_제조업체비율,품목_대표물품비율,품목_평균참가업체수,품목_평균참가업체수_log,품목_경쟁강도,이전전체낙찰건수,이전동일품목낙찰건수,해당물품_과거낙찰건수,이전동일대분류낙찰건수,최근365일낙찰건수,최근낙찰일_경과일수,최근낙찰일_경과일수_log,이전낙찰금액합계_log,참가업체수_log,물품번호_prefix2,물품번호_prefix4,물품번호_prefix6,창업기업,장애인표준사업장,사회적기업,부정당제재,제재종료후_경과일수,제재종료후_경과일수_log
3,73,384,4111250101,유량계,1248137874,1248137874,한양이엔지 주식회사,0.199574,0.0,0.0,1237.0,7.121252453244542,2.0,1.0,1.0,1.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,11.0,0.0,0.0,0.0,3.0,142.0,4.962844630259907,24.373479505718144,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
4,136,379,4111250101,유량계,2060684804,2060684804,인텍시스템,0.05637,0.0,0.0,1005.0,6.913737350659685,5.0,2.0,2.0,2.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,12.0,0.0,0.0,1.0,0.0,550.0,6.311734809152915,20.848505448447213,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
5,194,352,4111250101,유량계,1160724873,1160724873,나산상사,0.018232,0.0,0.0,134.0,4.90527477843843,168.0,30.0,19.0,19.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,54.0,0.0,0.0,5.0,6.0,137.0,4.927253685157205,21.96635296983237,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
6,251,381,4111250101,유량계,7038601174,7038601174,주식회사 제이디글로벌,0.010798,0.0,0.0,1494.0,7.3098814858247865,143.0,19.0,13.0,13.0,2.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,12.0,0.0,0.0,1.0,1.0,331.0,5.805134968916488,20.668296690675145,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
7,260,392,4111250101,유량계,6140801143,6140801143,명지산업,0.009597,0.0,0.0,983.0,6.891625897052253,101.0,37.0,24.0,24.0,1.0,1.0,4.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,10.0,0.0,0.0,3.0,0.0,722.0,6.583409222158765,20.90567319089302,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
8,262,354,4111250101,유량계,5295500699,5295500699,비에스에스,0.009567,0.0,0.0,1470.0,7.293697720601438,230.0,78.0,42.0,42.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,46.0,0.0,0.0,1.0,7.0,150.0,5.017279836814924,21.438613923494515,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
9,271,368,4111250101,유량계,1690402168,1690402168,세렌디피티,0.008896,0.0,0.0,1362.0,7.217443431696533,269.0,43.0,30.0,30.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,16.0,0.0,0.0,1.0,5.0,136.0,4.919980925828125,21.2347911826499,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
10,275,399,4111250101,유량계,5218102275,5218102275,주식회사 유진기업,0.008655,0.0,0.0,1495.0,7.310550158534422,220.0,35.0,26.0,26.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,9.0,0.0,0.0,1.0,2.0,201.0,5.308267697401205,20.73919172960416,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
11,276,360,4111250101,유량계,1312045032,1312045032,툴데포,0.008579,0.0,0.0,1110.0,7.01301578963963,116.0,15.0,9.0,9.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,27.0,0.0,0.0,1.0,3.0,148.0,5.003946305945459,21.42272348505727,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
12,279,395,4111250101,유량계,5180600482,5180600482,리얼야구존평거점,0.008275,0.0,0.0,1486.0,7.304515946460155,114.0,14.0,11.0,11.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,10.0,0.0,0.0,1.0,0.0,414.0,6.028278520230698,19.912376517143812,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
13,281,358,4111250101,유량계,3091861646,3091861646,모아상사,0.008182,0.0,0.0,1132.0,7.0326242610280065,368.0,69.0,45.0,45.0,2.0,6.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,29.0,0.0,0.0,2.0,6.0,163.0,5.099866427824199,21.80680664664505,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
14,283,351,4111250101,유량계,1228646713,1228646713,주식회사 새론아이,0.008031,0.0,0.0,1004.0,6.912742820493176,285.0,63.0,39.0,39.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,58.0,0.0,0.0,4.0,1.0,311.0,5.7430031878094825,22.295208575475716,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
15,287,361,4111250101,유량계,4721301373,4721301373,어진컴퍼니,0.007741,0.0,0.0,983.0,6.891625897052253,298.0,75.0,51.0,51.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,21.0,0.0,0.0,4.0,0.0,547.0,6.306275286948016,21.61567268652967,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
16,289,374,4111250101,유량계,2158662413,2158662413,(주)동건,0.00771,0.0,0.0,1004.0,6.912742820493176,86.0,23.0,10.0,10.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,14.0,0.0,0.0,2.0,2.0,247.0,5.5134287461649825,20.600882361601034,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
17,292,394,4111250101,유량계,4556600429,4556600429,승주상사,0.007573,0.0,0.0,1362.0,7.217443431696533,331.0,73.0,47.0,47.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,10.0,0.0,0.0,1.0,0.0,386.0,5.958424693029782,20.130339379712684,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
18,298,373,4111250101,유량계,5250802328,5250802328,일호컴퍼니,0.007353,0.0,0.0,1486.0,7.304515946460155,669.0,146.0,99.0,99.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,14.0,0.0,0.0,0.0,0.0,767.0,6.643789733147672,21.300397814500112,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
19,301,355,4111250101,유량계,2521201281,2521201281,에이디 커머스,0.006953,0.0,0.0,1348.0,7.207118856207756,223.0,39.0,25.0,25.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,37.0,0.0,0.0,2.0,5.0,169.0,5.135798437050262,21.0045945645773,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
20,304,397,4111250101,유량계,1308665007,1308665007,주식회사아이디에프,0.006921,0.0,0.0,1362.0,7.217443431696533,193.0,31.0,23.0,23.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,9.0,0.0,0.0,1.0,0.0,403.0,6.0014148779611505,21.307829888135736,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
21,305,377,4111250101,유량계,6044071787,6044071787,에이치엠,0.006875,0.0,0.0,982.0,6.890609120147166,371.0,72.0,38.0,38.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,13.0,0.0,0.0,1.0,1.0,232.0,5.4510384535657,20.08122247342432,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
22,310,386,4111250101,유량계,6088188906,6088188906,주식회사 모네스틸,0.006718,0.0,0.0,761.0,6.635946555686647,177.0,19.0,13.0,13.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,11.0,0.0,0.0,1.0,1.0,304.0,5.720311776607412,21.096762051185184,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
23,316,359,4111250101,유량계,5118127226,5118127226,주식회사 마크온탑,0.006365,0.0,0.0,1374.0,7.226209010100671,1602.0,193.0,133.0,133.0,1.0,2.0,49.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,27.0,0.0,0.0,0.0,4.0,184.0,5.220355825078325,21.731939902532034,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
24,329,357,4111250101,유량계,4193201276,4193201276,태화기업,0.005743,0.0,0.0,1486.0,7.304515946460155,471.0,99.0,71.0,71.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,29.0,0.0,0.0,1.0,7.0,149.0,5.0106352940962555,22.099730272011683,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
25,347,398,4111250101,유량계,4038183460,4038183460,주식회사 진성하이텍,0.005313,0.0,0.0,1494.0,7.3098814858247865,129.0,21.0,16.0,16.0,2.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,9.0,0.0,0.0,0.0,2.0,330.0,5.802118375377063,21.208832420847386,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
26,349,387,4111250101,유량계,8143300824,8143300824,현진테크,0.005238,0.0,0.0,1486.0,7.304515946460155,199.0,27.0,19.0,19.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,11.0,0.0,0.0,0.0,4.0,155.0,5.049856007249537,20.742732398955447,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
27,358,366,4111250101,유량계,3883001492,3883001492,유엔글로벌,0.005059,0.0,0.0,1110.0,7.01301578963963,781.0,120.0,77.0,77.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,18.0,0.0,0.0,1.0,4.0,137.0,4.927253685157205,20.792597661515607,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
28,365,356,4111250101,유량계,3328802499,3328802499,주식회사 루트텍,0.004756,0.0,0.0,1003.0,6.911747300251674,504.0,99.0,65.0,65.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,35.0,0.0,0.0,4.0,1.0,345.0,5.846438775057724,21.21858131628369,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
29,377,400,4111250101,유량계,7201301326,7201301326,차가운 탁구공,0.004558,0.0,0.0,1362.0,7.217443431696533,193.0,34.0,22.0,22.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,9.0,0.0,0.0,0.0,1.0,248.0,5.517452896464707,20.650785576581576,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
30,381,388,4111250101,유량계,1022395874,1022395874,월드코리아,0.004457,0.0,0.0,1362.0,7.217443431696533,547.0,106.0,69.0,69.0,1.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,11.0,0.0,0.0,1.0,2.0,296.0,5.6937321388027,20.098290701498268,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
31,382,380,4111250101,유량계,8466000619,8466000619,정욱,0.004427,0.0,0.0,983.0,6.891625897052253,694.0,108.0,77.0,77.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,12.0,0.0,0.0,0.0,1.0,247.0,5.5134287461649825,20.704198584755666,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
32,384,376,4111250101,유량계,1868702400,1868702400,주식회사 그린아이앤티,0.004416,0.0,0.0,1363.0,7.218176838403408,588.0,123.0,84.0,84.0,3.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,13.0,0.0,0.0,1.0,2.0,338.0,5.82600010738045,20.605709667928846,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
33,386,382,4111250101,유량계,2198800975,2198800975,주식회사 동빈글로벌,0.004262,0.0,0.0,1494.0,7.3098814858247865,120.0,18.0,14.0,14.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,12.0,0.0,0.0,0.0,1.0,338.0,5.82600010738045,20.615826507607455,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
34,387,383,4111250101,유량계,7022701500,7022701500,골드굿즈,0.004259,0.0,0.0,983.0,6.891625897052253,721.0,115.0,79.0,79.0,2.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,12.0,0.0,0.0,0.0,0.0,439.0,6.0867747269123065,19.714519904042316,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
35,393,369,4111250101,유량계,6418702417,6418702417,주식회사 원스타,0.004069,0.0,0.0,1362.0,7.217443431696533,361.0,66.0,48.0,48.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,16.0,0.0,0.0,0.0,0.0,452.0,6.115892125483034,20.676322902395825,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
36,403,389,4111250101,유량계,7398102236,7398102236,주식회사 정운씨앤씨,0.003937,0.0,0.0,1363.0,7.218176838403408,492.0,97.0,61.0,61.0,3.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,11.0,0.0,0.0,0.0,0.0,507.0,6.230481447578482,19.886837121806785,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
37,405,393,4111250101,유량계,4614300522,4614300522,다이아나,0.003934,0.0,0.0,1362.0,7.217443431696533,162.0,31.0,20.0,20.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,10.0,0.0,0.0,0.0,2.0,191.0,5.2574953720277815,20.69691296731674,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
38,406,396,4111250101,유량계,4154400910,4154400910,히또컴퍼니,0.003928,0.0,0.0,1111.0,7.013915474810528,1138.0,178.0,113.0,113.0,2.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,10.0,0.0,0.0,0.0,1.0,303.0,5.717027701406222,19.576954699366695,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
39,407,378,4111250101,유량계,6868702439,6868702439,주식회사 인팩솔루션,0.003888,0.0,0.0,1362.0,7.217443431696533,356.0,76.0,54.0,54.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,12.0,0.0,0.0,0.0,0.0,422.0,6.0473721790462776,21.092336316519628,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
40,415,390,4111250101,유량계,3854700702,3854700702,에스디씨,0.003784,0.0,0.0,1348.0,7.207118856207756,116.0,27.0,18.0,18.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,11.0,0.0,0.0,0.0,0.0,1026.0,6.934397209928558,19.843939095857422,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
41,417,362,4111250101,유량계,4551701809,4551701809,니즈스토리,0.003756,0.0,0.0,1110.0,7.01301578963963,742.0,120.0,77.0,77.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,21.0,0.0,0.0,2.0,3.0,178.0,5.187385805840755,20.80011790918268,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
42,423,372,4111250101,유량계,8350601275,8350601275,옥이커피,0.003618,0.0,0.0,1366.0,7.220373836723949,314.0,58.0,37.0,37.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,15.0,0.0,0.0,0.0,0.0,619.0,6.429719478039138,20.317651739739922,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
43,430,385,4111250101,유량계,1084674027,1084674027,한컴퍼니,0.003496,0.0,0.0,1366.0,7.220373836723949,907.0,159.0,98.0,98.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,11.0,0.0,0.0,0.0,4.0,137.0,4.927253685157205,21.288737037018947,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
44,437,391,4111250101,유량계,7658101712,7658101712,주식회사 다은컴퍼니,0.003369,0.0,0.0,1493.0,7.309212365692763,93.0,13.0,7.0,7.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,10.0,0.0,0.0,0.0,1.0,284.0,5.652489180268651,21.10103343268689,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
45,438,375,4111250101,유량계,2638802174,2638802174,제이컴주식회사,0.003366,0.0,0.0,1363.0,7.218176838403408,575.0,117.0,79.0,79.0,2.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,14.0,0.0,0.0,0.0,2.0,166.0,5.117993812416755,20.5435740724156,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
46,442,370,4111250101,유량계,2872501915,2872501915,유누 컴퍼니,0.003312,0.0,0.0,1004.0,6.912742820493176,401.0,62.0,39.0,39.0,2.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,15.0,0.0,0.0,0.0,3.0,233.0,5.455321115357702,20.841839778420983,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
47,449,367,4111250101,유량계,6502401417,6502401417,선유통,0.003125,0.0,0.0,1356.0,7.213031659834869,1955.0,301.0,212.0,212.0,3.0,1.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,17.0,0.0,0.0,0.0,2.0,284.0,5.652489180268651,20.748738594900335,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
48,462,365,4111250101,유량계,3294700944,3294700944,우주유통,0.002869,0.0,0.0,1366.0,7.220373836723949,909.0,154.0,99.0,99.0,2.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,19.0,0.0,0.0,0.0,2.0,200.0,5.303304908059076,20.616570145771657,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
49,480,363,4111250101,유량계,8612101471,8612101471,테라물라,0.002525,0.0,0.0,1109.0,7.01211529430638,958.0,387.0,258.0,258.0,4.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,19.0,0.0,0.0,0.0,2.0,156.0,5.056245805348308,21.427324273157037,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
50,492,371,4111250101,유량계,2791401150,2791401150,가우정인,0.002136,0.0,0.0,401.0,5.996452088619021,5095.0,186.0,135.0,135.0,1.0,0.0,0.0,605.0,13.0,11.0,0.01818181818181818,0.021487603305785124,21.854166666666668,3.1291334493673393,0.03612258953168044,15.0,0.0,0.0,0.0,0.0,495.0,6.206575926724928,20.6110926129568,0.0,41.0,4111.0,411125.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,78,4111331901,기타수질분석기,1238154375,1238154375,주식회사 씨케이테크피아,0.920838,0.0,1.0,1128.0,7.029087564149662,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,22.0,0.0,0.0,4.0,5.0,148.0,5.003946305945459,22.449380842329866,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,74,4111331901,기타수질분석기,5828101679,5828101679,주식회사 비에이치,0.834073,1.0,0.0,991.0,6.899723107284872,2.0,1.0,1.0,1.0,1.0,1.0,0.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,25.0,0.0,0.0,4.0,3.0,171.0,5.147494476813453,22.541172470310347,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,55,4111331901,기타수질분석기,1308123448,1308123448,호리바코리아(주),0.813152,0.0,0.0,1496.0,7.311218384419629,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,47.0,0.0,0.0,7.0,8.0,137.0,4.927253685157205,24.77734910501323,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,65,4111331901,기타수질분석기,6168157632,6168157632,주식회사 대은계전,0.806361,0.0,1.0,374.0,5.926926025970411,3.0,1.0,1.0,1.0,1.0,0.0,3.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,30.0,0.0,0.0,0.0,9.0,151.0,5.0238805208462765,23.136555281927293,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
5,19,72,4111331901,기타수질분석기,2188101953,2188101953,주식회사 비츠로시스,0.681302,0.0,0.0,746.0,6.616065185132817,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,26.0,0.0,0.0,2.0,5.0,144.0,4.976733742420574,23.08478644422939,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20,99,4111331901,기타수질분석기,2363501430,2363501430,디피에스테크놀로지,0.671925,0.0,0.0,269.0,5.598421958998375,12.0,2.0,2.0,2.0,1.0,2.0,4.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,14.0,0.0,0.0,0.0,11.0,142.0,4.962844630259907,22.15340721283578,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
7,22,92,4111331901,기타수질분석기,1378604597,1378604597,주식회사 선진일렉텍,0.635065,0.0,0.0,1472.0,7.29505641646263,2.0,2.0,2.0,2.0,2.0,0.0,0.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,17.0,0.0,0.0,2.0,3.0,170.0,5.14166355650266,21.70104804154258,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,51,4111331901,기타수질분석기,1148604783,1148604783,써모피셔사이언티픽솔루션스 유한회사,0.630261,0.0,0.0,1494.0,7.3098814858247865,8.0,7.0,4.0,4.0,1.0,0.0,0.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,68.0,0.0,0.0,2.0,15.0,185.0,5.225746673713202,23.978906193753687,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
9,25,73,4111331901,기타수질분석기,6348600656,6348600656,주식회사비전제어시스템,0.603564,0.0,0.0,1250.0,7.1316985104669115,8.0,3.0,3.0,3.0,1.0,1.0,3.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,26.0,0.0,0.0,0.0,4.0,143.0,4.969813299576001,22.066432934130216,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
10,33,52,4111331901,기타수질분석기,6218701961,6218701961,주식회사이지랩,0.449763,0.0,0.0,1495.0,7.310550158534422,6.0,4.0,2.0,2.0,1.0,0.0,0.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,59.0,0.0,0.0,1.0,7.0,170.0,5.14166355650266,21.87677323598476,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
11,35,93,4111331901,기타수질분석기,1458102877,1458102877,주식회사 오성테크,0.416346,0.0,0.0,873.0,6.773080375655535,325.0,78.0,44.0,44.0,4.0,4.0,0.0,5163.0,41.0,10.0,0.001936858415649816,0.007941119504164245,159.42105263157896,5.077801937640096,0.030877600742122594,17.0,0.0,0.0,3.0,3.0,288.0,5.666426688112432,21.115289465768285,0.0,41.0,4111.0,411133.0,0.0,0.0,0.0,0.0,0.0,0.0
